Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
Technical,UNDER EVALUATION,NAROTTAM SINGH,19-Feb-2026 11:39 AM,,15-Jun-2026,"INR 54,571,138.33",180.0,NAROTTAM SINGH,15-Jun-2026 12:10 PM,55677.pdf (482.00 KB),AWARD LETTER,ACEO_SY,Internal,GM_FINANCE GM_PROJECT SM_TECHNICAL,NAROTTAM SINGH,30-Mar-2026 12:13 PM,01-Apr-2026 11:00 AM,techsummary_2052706.pdf (170.05 KB),Greater Noida Industrial Development Authority,2026_GNIDA_1111235_10,SM/(E-TENDER CELL)/2026/708 DATED-28.01.2026,"Resurfacing of 130m wide road from Supertech Rotary to Sirsa Rotary Both side, Greater Noida",1.0,5886757.0,J S S Infratech,17-Feb-2026 03:29 PM,Rejected-Finance,L3,15-Jun-2026 12:05 PM,Finance,UNDER EVALUATION,NAROTTAM SINGH,01-Apr-2026 01:00 PM,,BOQ Comparative Chart,ACEO_SY,Internal,GM_FINANCE GM_PROJECT SM_TECHNICAL,NAROTTAM SINGH,15-Jun-2026 12:05 PM,finsummary_2052706.pdf (182.22 KB),1.0,5868004.0,M/S V.K.Construction,INR,"54,571,138.33",AOC,"Resurfacing of 130m wide road from Supertech Rotary to Sirsa Rotary Both side, Greater Noida","Resurfacing of 130m wide road from Supertech Rotary to Sirsa Rotary Both side, Greater Noida",REFER TENDER DOCUMENT ,NA ,"5,57,41,714",Civil Works,DEVELOPMENT WORK ,Tender,90.0,180.0,GREATER NOIDA,201310.0,NA ,NA ,NA ,GREATER NOIDA INDUSTRIAL DEVELOPMENT AUTHORITY,No ,No,Greater Noida Industrial Development Authority,SM/(E-TENDER CELL)/2026/708 DATED-28.01.2026,2026_GNIDA_1111235_10,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,"6,770",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"TENDER FEE, EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",1.0,SBI Bank,03-Feb-2026 05:00 PM,19-Feb-2026 11:00 AM,03-Feb-2026 05:00 PM,17-Feb-2026 05:00 PM,NA ,NA ,03-Feb-2026 05:00 PM,17-Feb-2026 05:00 PM,01-Apr-2026 11:00 AM,"11,15,000",No,fixed,,Nil,Nil,SM_TENDER CELL,GNIDA OFFICE,AOC
,,,,,,,,,,,,,,,,,,,,,,,2.0,5877913.0,LISHA ENGINEERS PRIVATE LIMITED,17-Feb-2026 01:08 PM,Rejected-Finance,L2,15-Jun-2026 12:05 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,3.0,5868004.0,M/S V.K.Construction,16-Feb-2026 03:00 PM,Accepted-AOC,L1,15-Jun-2026 12:10 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENT,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,AOC
