Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
CE,Ghaziabad Nagar Nigam,Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,107/Nirman/2025-26 Date 16.01.2026,2026_DOLBU_1113580_16,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,09-Feb-2026 09:00 AM,28-Feb-2026 03:30 PM,09-Feb-2026 09:00 AM,28-Feb-2026 03:00 PM,NA ,NA ,09-Feb-2026 09:00 AM,28-Feb-2026 03:00 PM,20-Mar-2026 12:00 PM,1.0,Fee/PreQual/Technical,.pdf,Tender Notice,1.0,SBI Bank,Raising footpath work from Hapur Chugi Chowk to Parth Inn Hotel via Harsawan in Kavinagar Zone.,Raising footpath work from Hapur Chugi Chowk to Parth Inn Hotel via Harsawan in Kavinagar Zone.,Please refer Tender documents. ,NA ,"4,53,91,690",Civil Works,NA ,Tender,90.0,NA ,Ghaziabad,201001.0,NA ,NA ,NA ,Ghaziabad Nagar Nigam,No ,No,"13,61,751",No,percentage,3.0%,Nil,Nil,"26,781",Nil,Nil,No,AOC,Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,2026_DOLBU_1113580_16,107/Nirman/2025-26 Date 16.01.2026,Raising footpath work from Hapur Chugi Chowk to Parth Inn Hotel via Harsawan in Kavinagar Zone.,1,5941412,M/S MAHALAXMI TRADERS,28-Feb-2026 02:11 PM,Rejected-Technical,All requirement not full fill,16-Mar-2026 07:57 PM,Finance,Finance,Kuldeep Kumar Tamar,13-Apr-2026 05:32 PM,,BOQ Comparative Chart,ce,Internal,,Kuldeep Kumar Tamar,30-Jun-2026 01:16 PM,finsummary_2062326.pdf (573.02 KB),1.0,5935891.0,PREM CONSTRUCTION,INR,"38,582,936",Technical,Technical,narendra kumar chaudhary,28-Feb-2026 03:56 PM,,30-Jun-2026,"INR 38,582,936",60.0,Kuldeep Kumar Tamar,30-Jun-2026 01:19 PM,16107.pdf (573.00 KB),CE,Internal,,narendra kumar chaudhary,16-Mar-2026 07:57 PM,20-Mar-2026 12:00 PM,techsummary_2062326.pdf (844.15 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,5937484,M/S NORTH INDIA DEVELOPERS,28-Feb-2026 12:01 PM,Rejected-Finance,L2,30-Jun-2026 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,3,5935891,PREM CONSTRUCTION,28-Feb-2026 10:44 AM,Accepted-AOC,L1,30-Jun-2026 01:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,4,5916009,R G Buildtech Engineers Limited,26-Feb-2026 02:30 PM,Rejected-Finance,L2,30-Jun-2026 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,5,5888404,ZUBER CONSTRUCTIONS,28-Feb-2026 12:00 PM,Rejected-Finance,L2,30-Jun-2026 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
