Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Directorate of Local Bodies UP||Nagar Palika Parishad Deoria Deoria,Ref.4222/Ni.Vi.-25-26/Deoria Dated 25-02-2026,2026_DOLBU_1120164_64,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"1,188",Nil,Nil,No,WARD NO.08 MAHENDRA GUPTA KE GHAR SE ARVIND KUMAR JAISWAL KE GHAR TAK C.C.ROAD V KAVAI NALI NIRMAN KARYA.,WARD NO.08 MAHENDRA GUPTA KE GHAR SE ARVIND KUMAR JAISWAL KE GHAR TAK C.C.ROAD V KAVAI NALI NIRMAN KARYA.,Please refer Tender documents. ,NA ,"5,83,051",Civil Works,NA ,Tender,90.0,60.0,NPP DEORIA,274001.0,NA ,NA ,NA ,NPP DEORIA,No ,No,eo NPP DEORIA,NPP DEORIA,28-Feb-2026 11:00 AM,25-Mar-2026 03:00 PM,28-Feb-2026 11:00 AM,24-Mar-2026 03:00 PM,NA ,NA ,28-Feb-2026 11:00 AM,24-Mar-2026 03:00 PM,09-Apr-2026 03:00 PM,"58,305",No,fixed,,Nil,Nil,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,TENDERNOTICE,AOC,"SANJAY KUMAR TIWARI, JAI RAM YADAV, POOJA, PURSHOTTAM SINGH",Internal,"EO,AE,JE.AC",Jai Ram Yadav,10-Apr-2026 09:15 PM,finsummary_2084372.pdf (87.96 KB),Finance,FINANCIAL BID OPENED,Jai Ram Yadav,09-Apr-2026 10:02 PM,,BOQ Comparative Chart,1.0,5995516.0,S V CONSTRUCTION,INR,"582,526",1,5992709,AMARAVATI ENTERPRISES,20-Mar-2026 01:46 PM,Rejected-Finance,L2,10-Apr-2026 09:15 PM,Directorate of Local Bodies UP||Nagar Palika Parishad Deoria Deoria,2026_DOLBU_1120164_64,Ref.4222/Ni.Vi.-25-26/Deoria Dated 25-02-2026,WARD NO.08 MAHENDRA GUPTA KE GHAR SE ARVIND KUMAR JAISWAL KE GHAR TAK C.C.ROAD V KAVAI NALI NIRMAN KARYA.,"SANJAY KUMAR TIWARI, JAI RAM YADAV, POOJA, PURSHOTTAM SINGH",Internal,,Jai Ram Yadav,09-Apr-2026 02:09 PM,09-Apr-2026 03:00 PM,techsummary_2084372.pdf (530.16 KB),16-May-2026,"INR 582,526",60.0,Sanjay kumar Tiwari,08-Jun-2026 03:44 PM,15.pdf (167.00 KB),Technical,TECHNICAL BID OPENED,Sanjay kumar Tiwari,08-Apr-2026 06:13 PM,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,2,5994524,M/S SHAHIL TRADERS,21-Mar-2026 03:14 PM,Rejected-Finance,L2,10-Apr-2026 09:15 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,3,5995516,S V CONSTRUCTION,24-Mar-2026 09:13 AM,Accepted-AOC,L1,08-Jun-2026 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
