S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Stage
1.0,6013342.0,KAMADGIRI ENTERPRISES,INR,"186,272","Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1126532_1,1403/A.A.5/25-26,Cleaning of nala from bhannnapurwa jareeb chauki crossing to khoya mandi via shauchalay Under Ward-06 Zone-5,1,6013342,KAMADGIRI ENTERPRISES,27-Mar-2026 01:56 PM,Accepted-AOC,Agreement work complete,15-Jun-2026 10:25 AM,25-May-2026,"INR 186,272",30.0,Dinesh Prasad,15-Jun-2026 10:24 AM,NIT2803.pdf (874.00 KB),Finance,Open,Dinesh Prasad,03-Apr-2026 04:51 PM,,BOQ Comparative Chart,Municipal Commissioner SIR,Internal,,KAMALESH KUMAR PATEL,08-May-2026 05:57 PM,finsummary_2100841.pdf (565.85 KB),Municipal Commissioner SIR,Internal,,KAMALESH KUMAR PATEL,08-May-2026 05:53 PM,techsummary_2100841.pdf (565.85 KB),AOC,Cleaning of nala from bhannnapurwa jareeb chauki crossing to khoya mandi via shauchalay Under Ward-06 Zone-5,Cleaning of nala from bhannnapurwa jareeb chauki crossing to khoya mandi via shauchalay Under Ward-06 Zone-5,Please refer Tender documents. ,NA ,"2,19,143",Civil Works,NA ,Tender,30.0,30.0,Ward-06,208001.0,NA ,NA ,NA ,"Zonal Office Zone-5, Govind Nagar Kanpur Nagar.",No ,No,1.0,SBI Bank,"Kanpur Municipal Corporation, Kanpur, UP",1403/A.A.5/25-26,2026_NNKAN_1126532_1,Yes,Open Tender,Fixed-rate,Works,1.0,No,No,Online,No,No,No,590.0,Nil,Nil,No,Chief Engineer,Motijheel Nagar Nigam Kanpur.,"21,914",No,percentage,10.0%,Nil,Nil,17-Mar-2026 06:00 PM,28-Mar-2026 04:00 PM,17-Mar-2026 06:00 PM,28-Mar-2026 03:00 PM,NA ,NA ,17-Mar-2026 06:00 PM,28-Mar-2026 03:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Document Pending work Affidavit,AOC
,,,,,,,,,2,6011590,M/s Akshat Enterprises,27-Mar-2026 12:08 PM,Rejected-Finance,Lottery not Allot,08-May-2026 05:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,"BOQ , rate to be filled by vender",AOC
,,,,,,,,,3,6014477,M/s ANSHIKA ENTERPRISES,28-Mar-2026 11:23 AM,Rejected-Finance,Lottery not Allot,08-May-2026 05:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,6011549,M/S MAA KALISHANKER ENTERPRISES,26-Mar-2026 10:45 PM,Rejected-Finance,Lottery not Allot,08-May-2026 05:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,6011320,VIBHU ENTERPRISES,26-Mar-2026 09:49 PM,Rejected-Finance,Lottery not Allot,08-May-2026 05:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
