EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"2,34,000",No,fixed,,"Director, CnDS, UP Jal Nigam(U), Unit-13",Lucknow,"Construction of Electrical Substation, Boring and Pump room work at Model Training and Production Centre, Bakhshi ka Talab, Lucknow","Construction of Electrical Substation, Boring and Pump room work",As per NIT and Tender Documents ,NA ,"1,17,12,000",Civil Works - Buildings,As per NIT and Tender Documents ,Tender,120.0,365.0,"Bakhshi ka Talab, Lucknow",227202.0,NA ,NA ,NA ,"Unit 13, CnDS, UP Jal Nigam(U). Lucknow",No ,No,17-Apr-2026 09:00 AM,07-May-2026 02:00 PM,17-Apr-2026 09:00 AM,06-May-2026 03:00 PM,NA ,NA ,17-Apr-2026 09:00 AM,06-May-2026 03:00 PM,18-May-2026 03:00 PM,1.0,RTGS - RTGS Payment,"Project Manager, Unit-13, CnDS, UP Jal Nigam(U)","2/128, Vikrant Khand, Gomti Nagar, Lucknow",Construction and Design Services UP Jal Nigam||C.G.M. (I) Lucknow||G.M. (08) Lucknow||Unit-13 Lucknow,439/E-Tender/59 dated 06.04.2026,2026_UPCDS_1137981_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Scanned copy of Tender Fee,"11,800","Director, CnDS, UP Jal Nigam(U), Unit-13",Lucknow,No,AOC,Technical,Technical Bid Open Summary,VINAS KUMAR CHAUDHARY,07-May-2026 02:48 PM,technical_2124840.pdf,Sri Santosh Kumar Gautam CGM-4,Internal,"Sri Naushad Ahmad GM-11, Sri P.K. Chaurasiya GM-5 / Nodal, Sri Hari Narayan Kashyap FO",VINAS KUMAR CHAUDHARY,25-May-2026 06:29 PM,finsummary_2124840.pdf (842.12 KB),Finance,Financial Bid opened,VINAS KUMAR CHAUDHARY,18-May-2026 05:06 PM,,BOQ Comparative Chart,Sri Santosh Kumar Gautam CGM-4,Internal,"Sri Naushad Ahmad GM-11, Sri P.K. Chaurasiya GM-5 / Nodal, Sri Hari Narayan Kashyap FO",VINAS KUMAR CHAUDHARY,15-May-2026 04:55 PM,18-May-2026 03:00 PM,techsummary_2124840.pdf (560.25 KB),18-Jun-2026,"INR 11,671,000",365.0,VINAS KUMAR CHAUDHARY,23-Jun-2026 04:54 PM,L868DOSofSubstation.pdf (1292.00 KB),Contract awarded,1.0,6091455.0,M/s Akankasha Associates,06-May-2026 11:34 AM,Accepted-AOC,L1 Bidder,23-Jun-2026 04:55 PM,Construction and Design Services UP Jal Nigam||C.G.M. (I) Lucknow||G.M. (08) Lucknow||Unit-13 Lucknow,2026_UPCDS_1137981_1,439/E-Tender/59 dated 06.04.2026,"Construction of Electrical Substation, Boring and Pump room work at Model Training and Production Centre, Bakhshi ka Talab, Lucknow",1.0,6091455.0,M/s Akankasha Associates,INR,"11,671,000",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of EMD Fee,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6089920.0,M/S RISHIK ASSOCIATES,06-May-2026 11:53 AM,Rejected-Finance,L3 Bidder,25-May-2026 06:29 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Documents in proper formats as per NIT and Tender Documents,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6091351.0,M/s Sri Sai Baba Construction,06-May-2026 12:40 PM,Rejected-Finance,L2 Bidder,25-May-2026 06:29 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Capability Statement,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid in the uploaded BOQ Excel sheet,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
