Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
812.0,Nil,Nil,No,Block-Uruwa Gram Pawarpaar mein Vishunpur Raja Pitch Se Pawarpaar Tak Mitti or Kharanja Karya,Block-Uruwa Gram Pawarpaar mein Vishunpur Raja Pitch Se Pawarpaar Tak Mitti or Kharanja Karya,Please refer Tender documents. ,NA ,"11,93,000",Civil Works,NA ,Tender,90.0,90.0,GORAKHPUR,273001.0,NA ,NA ,NA ,Vikash Bhawan Gorakhpur,No ,No,EXECUTIVE ENGINEER,Vikash Bhawan,08-Mar-2026 09:00 AM,16-Mar-2026 09:00 AM,08-Mar-2026 09:00 AM,15-Mar-2026 12:00 PM,NA ,NA ,08-Mar-2026 09:00 AM,15-Mar-2026 12:00 PM,19-Mar-2026 01:00 PM,1,Fee/PreQual/Technical,.pdf,Technical,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE GORAKHPUR,2900/EE/RED/GKP/25-26 Date 07-02-26,2026_REDUP_1121779_45,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"23,860",No,percentage,2.0%,Nil,Nil,1.0,SBI Bank,AOC,1.0,5972703.0,KHUSHI ENTERPRISES,INR,"1,165,138",Finance,Opend,Abhishek Rai,20-Mar-2026 10:51 AM,,BOQ Comparative Chart,Executive Engineer,Internal,Opend,Abhishek Rai,20-Mar-2026 11:57 AM,finsummary_2087906.pdf (152.96 KB),Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE GORAKHPUR,2026_REDUP_1121779_45,2900/EE/RED/GKP/25-26 Date 07-02-26,Block-Uruwa Gram Pawarpaar mein Vishunpur Raja Pitch Se Pawarpaar Tak Mitti or Kharanja Karya,1,5972703,KHUSHI ENTERPRISES,14-Mar-2026 08:00 PM,Accepted-AOC,L1,01-Jun-2026 01:29 PM,10-Apr-2026,"INR 1,165,138",90.0,Abhishek Rai,01-Jun-2026 01:29 PM,bpdf.pdf (153.00 KB),Technical,Opend,Abhishek Rai,17-Mar-2026 01:22 PM,,Executive Engineer,Internal,,Suresh Kumar Jaiswal,19-Mar-2026 12:46 PM,19-Mar-2026 01:00 PM,techsummary_2087906.pdf (442.34 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,5972999,M/S RAI ENTERPRISES,14-Mar-2026 06:35 PM,Rejected-AOC,L2,01-Jun-2026 01:29 PM,,,,,,,,,,,,,,,,,,,AOC
