Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,59/RED/Tender/Unnao/26-27 Dt-06-04-2026,2026_REDUP_1142669_36,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"62,000",Yes,fixed,,Nil,Nil,"2,384",Nil,Nil,No,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,Er Narendra Chaudhary,Vikas Bhawan Unnao,Vikas Khand Nawabganj me Gram Panchyat Daharooli ke Mazra Mundare me Damar Road se Gokul Pal ke Ghar hote huwe Brajesh Chakki Sarosa Sampark marg tak Interlocking ka karye.,Vikas Khand Nawabganj me Gram Panchyat Daharooli ke Mazra Mundare me Damar Road se Gokul Pal ke Ghar hote huwe Brajesh Chakki Sarosa Sampark marg tak Interlocking ka karye.,Plz Refer Doc ,NA ,"3,103",Civil Works,NA ,Tender,90.0,90.0,Unnao,209801.0,NA ,NA ,NA ,EE RED OFFICE UNNAO,No ,No,27-Apr-2026 06:30 PM,04-May-2026 12:30 PM,27-Apr-2026 06:30 PM,04-May-2026 12:00 PM,NA ,NA ,27-Apr-2026 06:30 PM,04-May-2026 12:00 PM,20-May-2026 03:20 PM,AOC,Finance,Summary,Narendra chaudhary,15-Jun-2026 01:01 PM,finance_2134418.pdf,BOQ Comparative Chart,Er Narendra Chaudhry,Internal,l,Narendra chaudhary,15-Jun-2026 01:08 PM,finsummary_2134418.pdf (1110.64 KB),1.0,6079579.0,Rishi Prakash jaiswal,INR,"3,080,060.67",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,2026_REDUP_1142669_36,59/RED/Tender/Unnao/26-27 Dt-06-04-2026,Vikas Khand Nawabganj me Gram Panchyat Daharooli ke Mazra Mundare me Damar Road se Gokul Pal ke Ghar hote huwe Brajesh Chakki Sarosa Sampark marg tak Interlocking ka karye.,1,6081301,M/s Tara Construction,01-May-2026 08:59 AM,Rejected-AOC,l2,15-Jun-2026 01:11 PM,Er Narendra Chaudhry,Internal,,Surendra Yadav,20-May-2026 03:17 PM,20-May-2026 03:20 PM,techsummary_2134418.pdf (498.24 KB),15-Jun-2026,"INR 3,080,060.67",90.0,Narendra chaudhary,15-Jun-2026 01:11 PM,Gokul0004.pdf (1111.00 KB),l1,Technical,Summary,Surendra Yadav,20-May-2026 03:15 PM,technical_2134418.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,6079579,Rishi Prakash jaiswal,30-Apr-2026 11:27 PM,Accepted-AOC,l1,15-Jun-2026 01:11 PM,,,,,,,,,,,,,,,,,,,,AOC
