Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
08-May-2026,"INR 1,189,725.81",90.0,Shiv Prakash Pandey,19-Jun-2026 01:12 PM,maind2.pdf (506.00 KB),Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE KANPUR CIRCLE||EE AURAIYA,2026_REDUP_1133071_1,1652/RED/Account/Tender No/25-26 Dt 09.03.2026,Painting and repair work of the outer wall and main gate of the room located on the main entrance road of Shri Janta Inter College in Ajitmal development block of Auraiya district.,1.0,6037398.0,M/S PRAMLESH KUMAR DUBEY,INR,"1,189,725.81",1,6037398,M/S PRAMLESH KUMAR DUBEY,08-Apr-2026 11:35 PM,Accepted-AOC,L1,19-Jun-2026 01:12 PM,Finance,Summary,Ashok Kumar,29-Apr-2026 01:15 PM,finance_2115060.pdf,BOQ Comparative Chart,Shri Shiv Prakash Pandey EE,Internal,Shri Ashok Kumar AE and Shri Shourya Awasthi DAO,Shiv Prakash Pandey,18-Apr-2026 01:05 PM,20-Apr-2026 03:00 PM,techsummary_2115060.pdf (241.05 KB),Technical,Summary,Shiv Prakash Pandey,18-Apr-2026 12:59 PM,technical_2115060.pdf,Shri Shiv Prakash Pandey EE,Internal,Shri Ashok Kumar AE and Shri Shourya Awasthi DAO,Ashok Kumar,29-Apr-2026 01:34 PM,finsummary_2115060.pdf (342.22 KB),AOC,1.0,SBI Bank,Painting and repair work of the outer wall and main gate of the room located on the main entrance road of Shri Janta Inter College in Ajitmal development block of Auraiya district.,Painting and repair work of the outer wall and main gate of the room located on the main entrance road of Shri Janta Inter College in Ajitmal development block of Auraiya district.,Please refer Tender documents. ,NA ,"11,90,000",Civil Works,NA ,Tender,90.0,90.0,Auraiya,206244.0,NA ,NA ,NA ,Office of the Executive Engineer RED Auraiya,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE KANPUR CIRCLE||EE AURAIYA,1652/RED/Account/Tender No/25-26 Dt 09.03.2026,2026_REDUP_1133071_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,NIT,04-Apr-2026 11:00 AM,09-Apr-2026 12:30 PM,04-Apr-2026 11:00 AM,09-Apr-2026 12:00 PM,NA ,NA ,04-Apr-2026 11:00 AM,09-Apr-2026 12:00 PM,20-Apr-2026 03:00 PM,Executive Engineer RED Auraiya,Office of the Executive Engineer RED Auraiya,"23,800",No,fixed,,Nil,Nil,855.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,2,6037416,VAIBHVI CONSTRUCTION AND SUPPLIERS,09-Apr-2026 09:32 AM,Rejected-AOC,L2,19-Jun-2026 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,AOC
