Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
11-Jun-2026,"INR 245,574",15.0,SUNIL KUMAR,11-Jun-2026 07:40 PM,15.pdf (366.00 KB),"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Etawah||Irrigation Construction Division Firozabad",2026_UPIDC_1149161_1,02/EE/2026-27/15,Repair of Pacca Structure and Clearance Bauth Drain from Km 0.000 to 10.500,1.0,6133091.0,M/S H.K.C. CONSTRUCTION,INR,"245,574",1,6136480,A K INFRATECH,22-May-2026 06:34 PM,Rejected-Finance,L6,11-Jun-2026 06:56 PM,Technical,As per Tender Notice,SUNIL KUMAR,27-May-2026 01:12 PM,,Executive Engineer,Internal,EE Accountant,SUNIL KUMAR,11-Jun-2026 06:56 PM,finsummary_2151266.pdf (29.25 KB),Finance,As per Tender Notice,SUNIL KUMAR,27-May-2026 06:28 PM,,BOQ Comparative Chart,Execuitve Engineer,Internal,AE Accountant Clerk,SUNIL KUMAR,27-May-2026 04:35 PM,27-May-2026 04:45 PM,techsummary_2151266.pdf (738.04 KB),AOC,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Etawah||Irrigation Construction Division Firozabad",02/EE/2026-27/15,2026_UPIDC_1149161_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"13,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,16-May-2026 11:30 AM,23-May-2026 03:00 PM,16-May-2026 11:30 AM,23-May-2026 02:00 PM,NA ,NA ,16-May-2026 11:30 AM,23-May-2026 02:00 PM,27-May-2026 04:45 PM,1.0,SBI Bank,266.0,Nil,Nil,No,Executive Engineer,ICD Firozabad HQ Shikohabad,Repair of Pacca Structure and Clearance Bauth Drain from Km 0.000 to 10.500,Repair of Pacca Structure and Clearance Bauth Drain from Km 0.000 to 10.500,Please refer tender documents ,NA ,,Civil Works - Canal,NA ,Tender,90.0,15.0,bauth Drain,283141.0,NA ,NA ,NA ,Shikohabad,No ,No,AOC
,,,,,,,,,,,,,,,2,6136040,Harendra kumar thekedar,22-May-2026 08:02 PM,Rejected-Finance,L5,11-Jun-2026 06:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,6136746,M/S ADESH KUMAR THEKEDAR,23-May-2026 12:06 AM,Rejected-Finance,L3,11-Jun-2026 06:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,6133091,M/S H.K.C. CONSTRUCTION,23-May-2026 09:57 AM,Accepted-AOC,L1,11-Jun-2026 07:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,6136742,M/s Laxmi Kant Sharma,23-May-2026 10:39 AM,Rejected-Finance,L7,11-Jun-2026 06:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,6128009,M/S MAYA CONSTRUCTION,22-May-2026 11:01 AM,Rejected-AOC,L2,11-Jun-2026 07:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,6137412,M/S N.S. CONSTRUCTION,23-May-2026 01:49 PM,Rejected-Finance,L4,11-Jun-2026 06:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
