S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Tender Stage
1.0,6074410.0,K.K. CONSTRUCTION,INR,"1,558,304",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE BULANDSHAHAR,2026_REDUP_1134332_1,1843/RED/Tender/ 2025-26/Dt 31/03/26,"Construction of a CC road in Village Ginoura Jannardar, from Gopal Swaroop Sharma house passing through Hukma house towards Chandradev Secretary tube well.",1,6081289,ANKIT KUMAR AND CO,30-Apr-2026 10:31 PM,Rejected-Finance,L2,11-Jun-2026 04:05 PM,11-Jun-2026,"INR 1,558,304",180.0,Vishnoo Kumar,11-Jun-2026 04:16 PM,BonGinora.pdf (873.00 KB),EE RED BSR,Internal,EE and DAO,Vishnoo Kumar,16-May-2026 05:15 PM,19-May-2026 12:00 PM,techsummary_2117615.pdf (435.88 KB),Finance,Genora,Vishnoo Kumar,11-Jun-2026 03:56 PM,finance_2117615.pdf,BOQ Comparative Chart,EE RED BSR,Internal,EE and DAO,Vishnoo Kumar,11-Jun-2026 04:05 PM,finsummary_2117615.pdf (61.27 KB),Technical,Genora,Vishnoo Kumar,16-May-2026 05:13 PM,technical_2117615.pdf,AOC,"32,000",No,fixed,,Nil,Nil,EE RED BSR,EE RED BSR,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE BULANDSHAHAR,1843/RED/Tender/ 2025-26/Dt 31/03/26,2026_REDUP_1134332_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,1843/RED/BSR/DT. 31-03-2026,BOQ,,944.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,T1,16-Apr-2026 12:00 PM,02-May-2026 04:00 PM,25-Apr-2026 12:00 PM,01-May-2026 12:00 PM,NA ,NA ,25-Apr-2026 12:00 PM,01-May-2026 12:00 PM,19-May-2026 12:00 PM,"Construction of a CC road in Village Ginoura Jannardar, from Gopal Swaroop Sharma house passing through Hukma house towards Chandradev Secretary tube well.","Construction of a CC road in Village Ginoura Jannardar, from Gopal Swaroop Sharma house passing through Hukma house towards Chandradev Secretary tube well.",Please refer Tender documents. ,NA ,"15,60,000",Civil Works,NA ,Tender,90.0,180.0,EE RED BSR,203001.0,EE RED BSR ,EE RED BSR ,30-Apr-2026 11:00 AM ,EE RED BSR,No ,No,1.0,SBI Bank,AOC
,,,,,,,,,2,6074410,K.K. CONSTRUCTION,30-Apr-2026 12:26 PM,Accepted-AOC,L1,11-Jun-2026 04:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2,1843/RED/BSR/2025-26/31/03/26,Date,,,,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
