Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Irrigation Works Circle, Mathura||UMBGC, khurja",01/EE/2026-27,2026_UPIDC_1152633_9,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,766.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Tender Document,"9,000",No,fixed,,Nil,Nil,25-May-2026 09:00 AM,30-May-2026 03:00 PM,25-May-2026 09:00 AM,30-May-2026 12:00 PM,NA ,NA ,25-May-2026 09:00 AM,30-May-2026 12:00 PM,01-Jun-2026 04:00 PM,Drain clearence work,Drain clearence work,Please refer Tender documents. ,NA ,"4,50,000",Civil Works,NA ,Tender,90.0,15.0,UMBDGC KHURJA,203131.0,NA ,NA ,NA ,UMBDGC KHURJA,No ,No,Executve Engineer,UMBDGC KHURJA,1.0,SBI Bank,AOC,Finance,FINANCIAL REPORT,NEERAJ TYAGI,01-Jun-2026 04:35 PM,finance_2159337.pdf,BOQ Comparative Chart,NEERAJ KUMAR TYAGI,Internal,NEERAJ KUMAR TYAGI UMESH KUMAR,NEERAJ TYAGI,01-Jun-2026 12:08 PM,01-Jun-2026 04:00 PM,techsummary_2159337.pdf (506.32 KB),Technical,technical report,NEERAJ TYAGI,01-Jun-2026 12:05 PM,technical_2159337.pdf,NEERAJ KUMAR TYAGI,Internal,NEERAJ KUMAR TYAGI UMESH KUMAR,NEERAJ TYAGI,01-Jun-2026 04:36 PM,finsummary_2159337.pdf (188.00 KB),05-Jun-2026,"INR 250,500",15.0,NEERAJ TYAGI,18-Jun-2026 05:46 PM,AG2.pdf (832.00 KB),DATE OF START 05.06.2026,1,6142748,M/S BHASKAR SHARMA CONTRACTOR,27-May-2026 01:42 PM,Accepted-AOC,ACCEPT,18-Jun-2026 05:46 PM,1.0,6142748.0,M/S BHASKAR SHARMA CONTRACTOR,INR,"250,500","U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Irrigation Works Circle, Mathura||UMBGC, khurja",2026_UPIDC_1152633_9,01/EE/2026-27,Drain clearence work,AOC
,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6142509,M/S RINKU CONTRACTOR,30-May-2026 10:08 AM,Rejected-Finance,2,01-Jun-2026 04:36 PM,,,,,,,,,,AOC
