Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
S.E.RED OFFICE AGRA,S.E.RED OFFICE AGRA,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE,004/SE/RED/Nivida/26-27 Dt. 01-04-2026,2026_REDUP_1150928_7,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,SBD,"1,30,000",Yes,fixed,,Nil,Nil,"2,354",Nil,Nil,No,7. graam pnchaayat baraaraa ke mirjaapur men nahar kee badaee puliyaa se naval sinh ke khet tak sadaak inataralonkig nirmaana kaary,7. graam pnchaayat baraaraa ke mirjaapur men nahar kee badaee puliyaa se naval sinh ke khet tak sadaak inataralonkig nirmaana kaary,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,120.0,AGRA,282002.0,NA ,NA ,NA ,S.E.RED OFFICE AGRA,No ,No,21-May-2026 10:00 AM,28-May-2026 02:30 PM,21-May-2026 10:00 AM,28-May-2026 12:00 PM,NA ,NA ,21-May-2026 10:00 AM,28-May-2026 12:00 PM,15-Jun-2026 09:00 AM,AOC,Technical,technical,Dinesh Singh,29-May-2026 01:22 PM,,SE RED,Internal,,Dinesh Singh,17-Jun-2026 03:45 PM,finsummary_2155692.pdf (64.74 KB),Finance,ALL BID ADMITTED,Dinesh Singh,16-Jun-2026 07:08 PM,,BOQ Comparative Chart,SE RED,Internal,,Dinesh Singh,13-Jun-2026 11:41 PM,15-Jun-2026 09:00 AM,techsummary_2155692.pdf (110.15 KB),23-Jun-2026,"INR 6,112,053.8",120.0,Dinesh Singh,28-Jun-2026 07:34 PM,Barara_Mirjapur.pdf (201.00 KB),AOC,1,6144961,M/S SHRI BANKEY BIHARI JI CONSTRUCTIONS,28-May-2026 01:53 AM,Accepted-AOC,AOC,28-Jun-2026 07:35 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE,2026_REDUP_1150928_7,004/SE/RED/Nivida/26-27 Dt. 01-04-2026,7. graam pnchaayat baraaraa ke mirjaapur men nahar kee badaee puliyaa se naval sinh ke khet tak sadaak inataralonkig nirmaana kaary,1.0,6144961.0,M/S SHRI BANKEY BIHARI JI CONSTRUCTIONS,INR,"6,112,053.8",AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6145030,OM CONSTRUCTIONS,28-May-2026 01:10 AM,Rejected-Finance,L2,17-Jun-2026 03:45 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6146980,SAMRIDDHI NIRMAN PVT. LTD.,28-May-2026 11:55 AM,Rejected-Finance,L2,17-Jun-2026 03:45 PM,,,,,,,,,,AOC
