S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,"1,34,560",No,percentage,2.0%,Nil,Nil,SE RED Gorakhpur Circle,"SE RED Gorakhpur Circle, Daudpur, Canal Road, (Durga Mandir Compound), Post-Shivpuri, Gorakhpur","2,714",Nil,Nil,No,"Under District Kushinagar, Construction of CC road from Nebua Naurangia Ghughali road to Bihari Chhapra intersection to Kausar Pakdiar road, Lot No 9","Under District Kushinagar, Construction of CC road from Nebua Naurangia Ghughali road to Bihari Chhapra intersection to Kausar Pakdiar road, Lot No 9",Please refer Tender documents. ,NA ,"67,28,000",Civil Works,NA ,Tender,90.0,NA ,Kushinagar,274403.0,SE RED Gorakhpur Circle ,"SE RED Gorakhpur Circle, Daudpur, Canal Road, (Durga Mandir Compound), Post-Shivpuri, Gorakhpur ",22-May-2026 11:00 AM ,SE RED Gorakhpur Circle,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE,11/SE RED Gorakhpur/Kushinagar/26-27 Dt 02/04/2026,2026_REDUP_1150414_9,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,19-May-2026 10:00 AM,29-May-2026 12:30 PM,19-May-2026 10:00 AM,28-May-2026 12:00 PM,NA ,NA ,19-May-2026 10:00 AM,28-May-2026 12:00 PM,09-Jun-2026 12:00 PM,AOC,Finance,Summary,Dileep Shukla,09-Jun-2026 03:20 PM,,BOQ Comparative Chart,Er D K Shukla SE RED GORAKHPUR CIRCLE,Internal,"Er D K Shukla SE RED GORAKHPUR CIRCLE, Er Surya Prakash EE RED Kushinagar, Er Surya Prakash EE RED Deoria, Mr Anop Kumar Rajpoot DAO RED Kushinagar",Dileep Shukla,05-Jun-2026 09:14 AM,09-Jun-2026 12:00 PM,techsummary_2154138.pdf (139.78 KB),Technical,Summary,Dileep Shukla,29-May-2026 06:14 PM,,Er D K Shukla SE RED GORAKHPUR CIRCLE,Internal,,Dileep Shukla,18-Jun-2026 09:33 AM,finsummary_2154138.pdf (1271.42 KB),18-Jun-2026,"INR 7,835,879.36",270.0,Dileep Shukla,18-Jun-2026 10:00 AM,11_9.pdf (1271.00 KB),1,6140803,M/S MAA AMBEY CONSTRUCTION COMPANY,25-May-2026 02:02 PM,Accepted-AOC,AOC,18-Jun-2026 10:00 AM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE,2026_REDUP_1150414_9,11/SE RED Gorakhpur/Kushinagar/26-27 Dt 02/04/2026,"Under District Kushinagar, Construction of CC road from Nebua Naurangia Ghughali road to Bihari Chhapra intersection to Kausar Pakdiar road, Lot No 9",1.0,6140803.0,M/S MAA AMBEY CONSTRUCTION COMPANY,INR,"7,835,879.36",AOC
,,2,Finance,.xls,Financial Documents(BoQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6141037,PREM ENTERPRISES,25-May-2026 03:29 PM,Rejected-Finance,Rejected,18-Jun-2026 09:33 AM,,,,,,,,,,AOC
