Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
BRC KAMALGANJ PARISAR ME INTERLOKING KA KARYA,BRC KAMALGANJ PARISAR ME INTERLOKING KA KARYA,Please refer Tender documents. ,NA ,"13,60,000",Civil Works,NA ,Tender,30.0,30.0,NAGAR PANCHAYAT KAMALGANJ,209724.0,NA ,NA ,NA ,OFFICE NAGAR PANCHAYAT KAMALGANJ,No ,No,1,DD - Demand Draft,Directorate of Local Bodies UP||Nagar Panchayat Kamalganj Farrukhabad,591/15VAN/NPK/KMLNJ DATE02.05.2026,2026_DOLBU_1145566_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,30-May-2026 06:55 PM,05-Jun-2026 04:00 PM,30-May-2026 06:55 PM,05-Jun-2026 04:00 PM,NA ,NA ,30-May-2026 06:55 PM,05-Jun-2026 04:00 PM,09-Jun-2026 04:00 PM,EXECUTIVE OFFICER,OFFICE NAGAR PANCHAYAT KAMALGANJ FARRUKHABAD,1.0,Fee/PreQual/Technical,.pdf,AS PER NIT,"1,605",EXECUTIVE OFFICER,NAGAR PANCHAYAT KAMALGANJ FARRUKHABAD,No,"27,200",No,fixed,,EXECUTIVE OFFICER,NAGAR PANCHAYAT KAMALGANJ FARRUKHABAD,AOC,EO RAMANAND YADAV,Internal,JE SUNIL KUMAR JE PRASHANT KUMAR,Ramanand Yadav,09-Jun-2026 04:32 PM,finsummary_2165296.pdf (41.26 KB),Technical,technical bid evaluation,Ramanand Yadav,09-Jun-2026 03:34 PM,technical_2165296.pdf,EO RAMANAND YADAV,Internal,JE SUNIL KUMAR JE PRASHANT KUMAR,Ramanand Yadav,09-Jun-2026 03:45 PM,09-Jun-2026 04:00 PM,techsummary_2165296.pdf (40.91 KB),Finance,financila bid eveluation,Ramanand Yadav,09-Jun-2026 04:19 PM,finance_2165296.pdf,BOQ Comparative Chart,Directorate of Local Bodies UP||Nagar Panchayat Kamalganj Farrukhabad,2026_DOLBU_1145566_2,591/15VAN/NPK/KMLNJ DATE02.05.2026,BRC KAMALGANJ PARISAR ME INTERLOKING KA KARYA,1.0,6158969.0,Gulshan Spare parts,INR,"1,346,400",1,6158969,Gulshan Spare parts,01-Jun-2026 01:54 PM,Accepted-AOC,lowest amount of estimated cost,09-Jun-2026 04:53 PM,10-Jun-2026,"INR 1,346,400",60.0,Ramanand Yadav,09-Jun-2026 04:53 PM,AOC591brc.pdf (40.00 KB),AWARD OF CONTRACT,AOC
,,,,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,AS PER BOQ,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6159141,MS Pushpa Devi,01-Jun-2026 02:31 PM,Rejected-Finance,second highest amount of estimated amount,09-Jun-2026 04:32 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6158832,Sri Banke Bihari Construction & Supplier,01-Jun-2026 01:26 PM,Rejected-Finance,first highest amount of estimated amount,09-Jun-2026 04:32 PM,,,,,,,,AOC
