EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"38,000",Yes,fixed,,Nil,Nil,854.0,Nil,Nil,No,1.0,DATE1,Date,,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,2403/RED DEORIA/E-TENDER/2025-26. DATED 31.03.2026,2026_REDUP_1137168_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,TENDER NOTICE,1.0,SBI Bank,EXECUTIVE ENGINEER,"OFFICE OF THE EXECUTIVE ENGINEER, RURAL ENGINEERING DEPARTMENT, DIVISION DEORIA",16-Apr-2026 10:00 AM,12-May-2026 02:30 PM,16-Apr-2026 10:00 AM,11-May-2026 12:00 PM,NA ,NA ,16-Apr-2026 10:00 AM,11-May-2026 12:00 PM,20-May-2026 10:00 AM,GRAMSABHA PIPARA DAUD ME BRAMH BABA KE STHAN SE LATE RAMNARAYAN SINGH KE DARWAJA HOTE HUE SHRIKANT KE GHAR TAK CC ROAD KA NIRMAN KARYA,GRAMSABHA PIPARA DAUD ME BRAMH BABA KE STHAN SE LATE RAMNARAYAN SINGH KE DARWAJA HOTE HUE SHRIKANT KE GHAR TAK CC ROAD KA NIRMAN KARYA,Please Refer Tender Document ,NA ,"19,23,000",Civil Works,NA ,Tender,120.0,120.0,DEORIA,274001.0,NA ,NA ,NA ,DEORIA,No ,No,AOC,Er. Surya Prakash,Internal,,Surya Prakash,22-Jun-2026 12:12 PM,finsummary_2123478.pdf (1392.18 KB),Technical,Technical Bid Open,Surya Prakash,12-May-2026 04:31 PM,,Er. Surya Prakash,Internal,,Surya Prakash,19-May-2026 01:17 PM,20-May-2026 10:00 AM,techsummary_2123478.pdf (1783.37 KB),Finance,Financial Bid Open,Surya Prakash,20-May-2026 02:35 PM,,BOQ Comparative Chart,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,2026_REDUP_1137168_3,2403/RED DEORIA/E-TENDER/2025-26. DATED 31.03.2026,GRAMSABHA PIPARA DAUD ME BRAMH BABA KE STHAN SE LATE RAMNARAYAN SINGH KE DARWAJA HOTE HUE SHRIKANT KE GHAR TAK CC ROAD KA NIRMAN KARYA,1.0,6100713.0,Rana Vikramaditya Singh,INR,"1,628,887.82",1,6104677,MADAN PAL SINGH,11-May-2026 07:40 AM,Rejected-Finance,Highest Rate,22-Jun-2026 12:12 PM,22-Jun-2026,"INR 1,628,887.82",120.0,Surya Prakash,22-Jun-2026 12:14 PM,09.pdf (1392.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6100713,Rana Vikramaditya Singh,10-May-2026 02:50 PM,Accepted-AOC,Lowest Rate,22-Jun-2026 12:14 PM,,,,,,,AOC
