S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,5837767.0,MA AND SONS,INR,"1,715,570.4","U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Drainage Circle, Aligarh||BSDGC. Bulandshahar",2026_UPIDC_1110086_1,15/EE/2025-26,CLEARANCE OF INTERNAL SECTION OF KARWAN NADI (TRUNK DRAIN) FROM KM 10.230 TO KM 18.130,1,5837767,MA AND SONS,02-Feb-2026 02:40 PM,Accepted-AOC,AOC,18-Jun-2026 04:01 PM,27-Feb-2026,"INR 1,715,570.4",30.0,Binod kumar Singh,18-Jun-2026 04:01 PM,finsummary.pdf (740.00 KB),AOC,EE BDGC BSR,Internal,As per file Attached,Binod kumar Singh,27-Feb-2026 01:25 PM,finsummary_2050023.pdf (739.59 KB),Technical,Admitted,Binod kumar Singh,12-Feb-2026 04:17 PM,,EE BDGC BSR,Internal,As per file Attached,Binod kumar Singh,20-Feb-2026 04:29 PM,20-Feb-2026 04:45 PM,techsummary_2050023.pdf (740.16 KB),Finance,as per file Attached,Binod kumar Singh,20-Feb-2026 06:09 PM,finance_2050023.pdf,BOQ Comparative Chart,AOC,354.0,Nil,Nil,No,22-Jul-2026 03:30 PM,10-Feb-2026 02:00 PM,28-Jan-2026 11:00 AM,10-Feb-2026 01:00 PM,NA ,NA ,28-Jan-2026 11:00 AM,10-Feb-2026 01:00 PM,20-Feb-2026 03:30 PM,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Drainage Circle, Aligarh||BSDGC. Bulandshahar",15/EE/2025-26,2026_UPIDC_1110086_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Tender,1.0,SBI Bank,EE BDGC BSR,EE BDGC BSR,1.0,Date Corrigendum,Date,,CLEARANCE OF INTERNAL SECTION OF KARWAN NADI (TRUNK DRAIN) FROM KM 10.230 TO KM 18.130,CLEARANCE OF INTERNAL SECTION OF KARWAN NADI (TRUNK DRAIN) FROM KM 10.230 TO KM 18.130,Please refer Tender documents. ,NA ,"35,04,000",Civil Works,NA ,Rate Contract,90.0,30.0,Bulandshahr,203001.0,NA ,NA ,NA ,Bulandshahr,No ,No,"70,080",Yes,percentage,2.0%,Nil,Nil,AOC
,,,,,,,,,2,5858057,Ms A S Construction,10-Feb-2026 09:19 AM,Rejected-Finance,L-3,27-Feb-2026 01:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5858935,Rajiv Stone Supplier,10-Feb-2026 11:41 AM,Rejected-Finance,L-2,27-Feb-2026 01:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,5837371,SUBHASH SINGH RANA,04-Feb-2026 04:16 PM,Rejected-Finance,L-4,27-Feb-2026 01:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,5858986,VISHWAKARMA ELITE CONSTRUX,10-Feb-2026 11:52 AM,Rejected-Technical,Clause-31,20-Feb-2026 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
