S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Tender Notice Correction,Financial Bid,,22-Apr-2026 05:00 PM,14-May-2026 02:00 PM,22-Apr-2026 05:00 PM,13-May-2026 12:00 PM,NA ,NA ,22-Apr-2026 05:00 PM,13-May-2026 12:00 PM,29-May-2026 05:00 PM,"3,55,200",Yes,fixed,,Executive Officer Nagar Panchayat Jahangirganj,Jahangirganj,Directorate of Local Bodies UP||Nagar Panchayat Jahagirganj Ambedkar Nagar,36/NPJ/E Tender2026-27 DATE-21/04/2026,2026_DOLBU_1140325_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Offline,No,No,No,Executive Officer N P Jahangirganj,Office Nagar Panchayat Jahangirganj Abedkar nagar,1.0,Fee/PreQual/Technical,.pdf,Fees Dacument,Nagar Panchayat Jahangeerganj Ward no.07 me Vijay agrahari ke makan se Monu soni and Riyaj ahamad ke makan tak C.C. road and nali nirman karya.,Nagar Panchayat Jahangeerganj Ward no.07 me Vijay agrahari ke makan se Monu soni and Riyaj ahamad ke makan tak C.C. road and nali nirman karya.,Please refer Tender documents. ,NA ,"35,51,994",Construction Works,NA ,Tender,90.0,NA ,Work,224147.0,NA ,NA ,NA ,Office Nagar Panchayat Jahangirganj,No ,No,1,DD - Demand Draft,"4,945",Executive Officer Nagar Panchayat Jahangirganj,Jahangirganj,No,AOC,Umesh kumar Pasi (EO),Internal,Akbal Bahadur Patel (JE) Sayyed Amanullah (Clerk),Umesh Kumar Pasi,29-May-2026 04:57 PM,29-May-2026 05:00 PM,techsummary_2129462.pdf (243.55 KB),Finance,As Per Bid Opening Summary,Umesh Kumar Pasi,02-Jun-2026 03:58 PM,finance_2129462.pdf,BOQ Comparative Chart,Umesh kumar Pasi (EO),Internal,Akbal Bahadur Patel (JE) Sayyed Amanullah (Clerk),Umesh Kumar Pasi,02-Jun-2026 04:02 PM,finsummary_2129462.pdf (267.17 KB),Technical,As Per Bid Opening Summary,Umesh Kumar Pasi,29-May-2026 04:55 PM,technical_2129462.pdf,1.0,6105863.0,ALOK KUMAR SINGH,11-May-2026 01:03 PM,Rejected-AOC,L2,02-Jun-2026 04:05 PM,1.0,6106143.0,M/S RAJAT CONSTRUCTION,INR,"3,531,748.31",Directorate of Local Bodies UP||Nagar Panchayat Jahagirganj Ambedkar Nagar,2026_DOLBU_1140325_1,36/NPJ/E Tender2026-27 DATE-21/04/2026,Nagar Panchayat Jahangeerganj Ward no.07 me Vijay agrahari ke makan se Monu soni and Riyaj ahamad ke makan tak C.C. road and nali nirman karya.,02-Jun-2026,"INR 3,531,748.31",90.0,Umesh Kumar Pasi,02-Jun-2026 04:05 PM,karyadesh07vijay.pdf (421.00 KB),BOQ,AOC
2.0,Tender Notice Correction,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Dacument,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6106143.0,M/S RAJAT CONSTRUCTION,11-May-2026 01:52 PM,Accepted-AOC,L1,02-Jun-2026 04:05 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,FDR - Fixed Deposit,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6109792.0,Sujet Kumar,12-May-2026 11:48 AM,Rejected-AOC,L3,02-Jun-2026 04:05 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,RTGS - RTGS Payment,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
