Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
10-Jun-2026,"INR 3,489,206.4",30.0,Vijeta Gupta,10-Jun-2026 04:56 PM,nit.pdf (212.00 KB),Construction of RCC Nala from Gangehi Talab Puliya to Shiv kumar Verma house at Ward no. 05 Raj Nagar,Directorate of Local Bodies UP||Nagar Palika Parishad Attara Banda,2026_DOLBU_1146395_3,41/npp(2026-27)/26 Atarra Date-05/05/2026,Construction of RCC Nala from Gangehi Talab Puliya to Shiv kumar Verma house at Ward no. 05 Raj Nagar,1.0,6146214.0,Santosh Kumar,INR,"3,489,206.4",1,6146610,M/S PRAMOD KUMAR GUPTA THEKEDAR,28-May-2026 10:29 AM,Rejected-AOC,L 2,10-Jun-2026 04:56 PM,Finance,All Documents are Completed.,Vijeta Gupta,10-Jun-2026 02:34 PM,finance_2144141.pdf,BOQ Comparative Chart,eo,Internal,"eo, Je, Accountant",Vijeta Gupta,06-Jun-2026 02:26 PM,06-Jun-2026 02:30 PM,techsummary_2144141.pdf (97.23 KB),Technical,All Documents are Completed.,Vijeta Gupta,06-Jun-2026 02:06 PM,technical_2144141.pdf,eo,Internal,eo je accountant,Vijeta Gupta,10-Jun-2026 03:05 PM,finsummary_2144141.pdf (221.25 KB),AOC,1,Fee/PreQual/Technical,.pdf,All Documents are compulsory.,08-May-2026 10:00 AM,29-May-2026 02:00 PM,08-May-2026 10:00 AM,28-May-2026 06:00 PM,NA ,NA ,08-May-2026 10:00 AM,28-May-2026 06:00 PM,06-Jun-2026 02:30 PM,"3,600",eo,atarra,No,1.0,RTGS - RTGS Payment,Directorate of Local Bodies UP||Nagar Palika Parishad Attara Banda,41/npp(2026-27)/26 Atarra Date-05/05/2026,2026_DOLBU_1146395_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,eo,Npp atarra,1.0,Date Corrigendum,Date,,"69,840",No,fixed,,eo,atarra,Construction of RCC Nala from Gangehi Talab Puliya to Shiv kumar Verma house at Ward no. 05 Raj Nagar,Construction of RCC Nala from Gangehi Talab Puliya to Shiv kumar Verma house at Ward no. 05 Raj Nagar,Refer to tender Notice. ,NA ,"34,92,000",Civil Works,NA ,Tender,90.0,30.0,at Atarra,210201.0,NA ,NA ,NA ,In Office,No ,No,AOC
,,,,,,,,,,,,,,,,2,6146214,Santosh Kumar,27-May-2026 04:35 PM,Accepted-AOC,L 1,10-Jun-2026 04:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
