Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Directorate of Local Bodies UP||Nagar Palika Parishad Pt. Deendayal Upadhayay Chandauli,Letter No.554/ Date 04.05.2026,2026_DOLBU_1145377_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,FDR and NCS,1.0,FDR - Fixed Deposit,Rajeev mohan saxena,EO DDU Nagar chandauli,"4,60,000",No,fixed,,EO DDU Nagar chandauli,chandauli,WD No.23 Kasaw mohal me trasformer se kali mohal tiraha tak CC road nirman karya,WD No.23 Kasaw mohal me trasformer se kali mohal tiraha tak CC road nirman karya,Please refer Tender documents. ,NA ,"51,97,000",Civil Works,NA ,Tender,120.0,60.0,chandauli,232101.0,NA ,NA ,NA ,EO DDU Nagar chandauli,No ,No,06-May-2026 09:00 AM,06-Jun-2026 03:00 PM,06-May-2026 09:00 AM,06-Jun-2026 02:00 PM,NA ,NA ,06-May-2026 09:00 AM,06-Jun-2026 02:00 PM,17-Jun-2026 09:00 AM,"5,000",EO DDU Nagar chandauli,Chandauli,No,AOC,Finance,Accepted,Amar Deep,28-Jun-2026 11:09 PM,finance_2140961.pdf,BOQ Comparative Chart,Amardeep,Internal,,Amar Deep,16-Jun-2026 06:10 PM,17-Jun-2026 09:00 AM,techsummary_2140961.pdf (307.46 KB),Technical,Admitted,Dinesh Kumar,16-Jun-2026 05:20 PM,technical_2140961.pdf,Amardeep,Internal,,Amar Deep,28-Jun-2026 11:12 PM,finsummary_2140961.pdf (276.60 KB),28-Jun-2026,"INR 5,144,510.54",30.0,Amar Deep,28-Jun-2026 11:16 PM,KASAvvvv.pdf (181.00 KB),lowest rate,1.0,6174248.0,M/S MAA VAISHNO DEVI ENTERPRISES,INR,"5,144,510.54",Directorate of Local Bodies UP||Nagar Palika Parishad Pt. Deendayal Upadhayay Chandauli,2026_DOLBU_1145377_1,Letter No.554/ Date 04.05.2026,WD No.23 Kasaw mohal me trasformer se kali mohal tiraha tak CC road nirman karya,1,6174454,INDU ELECTRICALS,06-Jun-2026 11:54 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Jun-2026 05:20 PM,AOC
,,,,,,,,,,,,,,,,.pdf,Technical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6174413,MAA DURGA ASSOCIATE,06-Jun-2026 11:45 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Jun-2026 05:20 PM,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6172798,M/S KAJAL CONSTRUCTION,05-Jun-2026 07:39 PM,Rejected-Finance,Highest rate,28-Jun-2026 11:12 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6174248,M/S MAA VAISHNO DEVI ENTERPRISES,06-Jun-2026 11:11 AM,Accepted-AOC,lowest rate,28-Jun-2026 11:16 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6172830,RIDDHI SIDDHI ENTERPRISES,05-Jun-2026 07:51 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Jun-2026 05:20 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6172831,VANDANA WELDING WORKS,05-Jun-2026 07:51 PM,Rejected-Finance,Highest rate,28-Jun-2026 11:12 PM,AOC
