S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1,6163530,Dhriti Enterprizes,03-Jun-2026 03:52 AM,Accepted-AOC,Ist Lowest Rate,16-Jun-2026 11:40 AM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Bareilly,2026_SCIDC_1154817_1,182-10/E.E. BLY/E-Tender/BLY/2026-27 Dt. 27.05.2026,Construction of C.C. Road and Drain Work at Vill. Makrandpur Dharajeet in Main Road to Satya Pal Pradhan House (Vidhayak Nidhi),1.0,6163530.0,Dhriti Enterprizes,INR,"453,021.02",10-Jun-2026,"INR 453,021.02",60.0,Bhaskar Mishra,16-Jun-2026 11:39 AM,LOI10.pdf (795.00 KB),Total Contract Value Rs. 453021.02,Charan Singh Arya,Internal,"Charan Singh Arya, Bhaskar Mishra",Charan Singh Arya,09-Jun-2026 10:42 AM,09-Jun-2026 11:00 AM,techsummary_2163284.pdf (284.83 KB),Finance,Financial Bid Opening Summary,Charan Singh Arya,10-Jun-2026 02:54 PM,finance_2163284.pdf,BOQ Comparative Chart,Charan Singh Arya,Internal,"Charan Singh Arya, Bhaskar Mishra",Charan Singh Arya,10-Jun-2026 04:23 PM,finsummary_2163284.pdf (752.54 KB),Technical,Technical Bid Opening Summary,Charan Singh Arya,08-Jun-2026 05:22 PM,technical_2163284.pdf,AOC,Executive Engineer Officer,"UPSCIDCO. 154, Tilhar House, Gali in front of S.S.P. Office, Civil Lines, Bareilly",826.0,EE UPSCIDCO,BAREILLY,No,"9,100",No,fixed,,EE UPSCIDCO,BAREILLY,1,Fee/PreQual/Technical,.pdf,"Tender Notice, Fee EMD and BOQ",27-May-2026 06:55 PM,03-Jun-2026 02:00 PM,27-May-2026 06:55 PM,03-Jun-2026 01:00 PM,NA ,NA ,27-May-2026 06:55 PM,03-Jun-2026 01:00 PM,09-Jun-2026 11:00 AM,1.0,RTGS - RTGS Payment,Construction of C.C. Road and Drain Work at Vill. Makrandpur Dharajeet in Main Road to Satya Pal Pradhan House (Vidhayak Nidhi),Construction of C.C. Road and Drain Work at Vill. Makrandpur Dharajeet in Main Road to Satya Pal Pradhan House (Vidhayak Nidhi),Construction of C.C. Road and Drain Work at Vill. Makrandpur Dharajeet in Main Road to Satya Pal Pradhan House (Vidhayak Nidhi) ,NA ,"4,53,293",Civil Works - Roads,Const. of C.C. Road and Drain Work at Makrandpur ,Tender,90.0,60.0,Bareilly,243001.0,NA ,NA ,NA ,"UPSCIDCO. 154, Tilhar House, Civil Lines, Bareilly",No ,No,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Bareilly,182-10/E.E. BLY/E-Tender/BLY/2026-27 Dt. 27.05.2026,2026_SCIDC_1154817_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC
2,6163577,Syed Construction,03-Jun-2026 05:21 AM,Rejected-AOC,IInd Lowest Rate,16-Jun-2026 11:40 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,Finance,.xls,Financial bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
