Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
13-Jun-2026,"INR 1,918,347",90.0,Neeraj Kumar,13-Jun-2026 07:29 PM,2378_9.pdf (550.00 KB),1,6086939,J.P.ENTERPRISES,08-May-2026 11:58 AM,Rejected-Finance,Rejected,13-Jun-2026 07:25 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE JAUNPUR,2026_REDUP_1143413_9,2378/EE RED Jaunpur/25-26 Dt 30/03/2026,"Under District Jaunpur, Construction of road from Kerakat Jaunpur road from village Kirtapur Usarhiya to Kabiruddinpur via village Tarsand, Lot No 9",1.0,6086487.0,PRADEEP KUMAR SINGH,INR,"1,918,347",Finance,Summary,Neeraj Kumar,23-May-2026 01:56 PM,,BOQ Comparative Chart,Er Neeraj Kumar EE RED Jaunpur,Internal,"Er Neeraj Kumar EE RED Jaunpur, Er Maya Shankar AE RED Jaunpur, Er Alok Kumar AE RED Jaunpur, Mr Jai Prakash DAO RED Jaunpur",Neeraj Kumar,18-May-2026 11:31 AM,22-May-2026 12:00 PM,techsummary_2135878.pdf (170.29 KB),Technical,Summary,Neeraj Kumar,14-May-2026 04:09 PM,,Er Neeraj Kumar EE RED Jaunpur,Internal,,Neeraj Kumar,13-Jun-2026 07:25 PM,finsummary_2135878.pdf (549.59 KB),AOC,"Under District Jaunpur, Construction of road from Kerakat Jaunpur road from village Kirtapur Usarhiya to Kabiruddinpur via village Tarsand, Lot No 9","Under District Jaunpur, Construction of road from Kerakat Jaunpur road from village Kirtapur Usarhiya to Kabiruddinpur via village Tarsand, Lot No 9",Please refer Tender documents. ,NA ,"16,26,000",Civil Works,NA ,Tender,90.0,NA ,Jaunpur,222001.0,"EE RED Jaunpur, Vikas Bhawan, Jaunpur ","EE RED Jaunpur, Vikas Bhawan, Jaunpur  ",30-Apr-2026 09:00 AM ,"EE RED Jaunpur, Vikas Bhawan, Jaunpur",No ,No,"EE RED Jaunpur, Vikas Bhawan, Jaunpur","EE RED Jaunpur, Vikas Bhawan, Jaunpur",29-Apr-2026 12:00 PM,14-May-2026 12:30 PM,29-Apr-2026 12:00 PM,14-May-2026 12:00 PM,NA ,NA ,29-Apr-2026 12:00 PM,14-May-2026 12:00 PM,22-May-2026 12:00 PM,944.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE JAUNPUR,2378/EE RED Jaunpur/25-26 Dt 30/03/2026,2026_REDUP_1143413_9,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,"32,520",No,percentage,2.0%,Nil,Nil,AOC
,,,,,,2,6086487,PRADEEP KUMAR SINGH,07-May-2026 08:56 AM,Accepted-AOC,AoC,13-Jun-2026 07:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Documents(BoQ),,,,,,,AOC
