S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1,DD - Demand Draft,Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,229/NP/NV/RVA/2026-27,2026_DOLBU_1152357_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,23-May-2026 05:00 PM,23-Jun-2026 11:00 AM,23-May-2026 05:00 PM,22-Jun-2026 05:00 PM,NA ,NA ,23-May-2026 05:00 PM,22-Jun-2026 05:00 PM,27-Jun-2026 02:30 PM,4-npp sandila me wno 7 me kabristan se bacchu member ke makan ke piche tak cc sadak va nali nirman karya,4-npp sandila me wno 7 me kabristan se bacchu member ke makan ke piche tak cc sadak va nali nirman karya,Please refer Tender documents. ,NA ,"2,30,172",Civil Works,NA ,Tender,90.0,60.0,nagar palika parishad sandila,241204.0,NA ,NA ,NA ,nagar palika parishad sandila,No ,No,1.0,Fee/PreQual/Technical,.pdf,tech,230.0,adhishashi adhikari nagar palika parishad,sandila,No,1.0,date extend,Date,,"19,600",No,fixed,,adhishashi adhikari nagar palika parishad,sandila,EO and JE,sandila,AOC,eo and je,Internal,,Shiv Kumar,27-Jun-2026 02:26 PM,27-Jun-2026 02:30 PM,techsummary_2158723.pdf (702.78 KB),Finance,UMESH CHANDRA RATHORE CONTRACTOR winner,Shiv Kumar,28-Jun-2026 02:01 PM,,BOQ Comparative Chart,eo and je,Internal,,Shiv Kumar,28-Jun-2026 02:06 PM,finsummary_2158723.pdf (397.60 KB),Technical,2 admitted,Shiv Kumar,27-Jun-2026 02:24 PM,,1.0,6209026.0,UMESH CHANDRA RATHORE CONTRACTOR,INR,"194,495.2",Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,2026_DOLBU_1152357_1,229/NP/NV/RVA/2026-27,4-npp sandila me wno 7 me kabristan se bacchu member ke makan ke piche tak cc sadak va nali nirman karya,1.0,6211891.0,MOHD BILAL THEKEDAR,22-Jun-2026 02:20 PM,Rejected-AOC,L2,28-Jun-2026 02:08 PM,29-Jun-2026,"INR 194,495.2",60.0,Shiv Kumar,28-Jun-2026 02:08 PM,4.pdf (398.00 KB),AOC
2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,2.0,conditions apply,Other,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6209026.0,UMESH CHANDRA RATHORE CONTRACTOR,20-Jun-2026 01:32 PM,Accepted-AOC,L1,28-Jun-2026 02:08 PM,,,,,,,AOC
3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
