S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
1,6036723,CVYB Enterprises,08-Apr-2026 02:50 PM,Rejected-Finance,L-2,20-May-2026 03:23 PM,"Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1128197_2,866/AA-6/2025-26,cleaning work of nala from block no 87 to rafaka nala via j p park nd galla mandi chauraha to rafaka nala via mankameshwar mandir in vijay nagar under ward 33,1.0,6036656.0,M/s Beenu enterprises,INR,"278,265",20-May-2026,"INR 278,265",30.0,Tota Ram,01-Jun-2026 12:32 PM,866.pdf (239.00 KB),work order,Finance,All Bid are admitted,Rajendra kumar singh,10-Apr-2026 03:18 PM,,BOQ Comparative Chart,EE-6,Internal,,Tota Ram,20-May-2026 03:23 PM,finsummary_2114368.pdf (42.02 KB),EE-6,Internal,,Tota Ram,20-May-2026 03:22 PM,techsummary_2114368.pdf (42.02 KB),AOC,"Kanpur Municipal Corporation, Kanpur, UP",866/AA-6/2025-26,2026_NNKAN_1128197_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"28,122",No,percentage,10.0%,Nil,Nil,590.0,Nil,Nil,No,02-Apr-2026 06:00 PM,08-Apr-2026 04:00 PM,02-Apr-2026 06:00 PM,08-Apr-2026 03:00 PM,NA ,NA ,02-Apr-2026 06:00 PM,08-Apr-2026 03:00 PM,1.0,SBI Bank,cleaning work of nala from block no 87 to rafaka nala via j p park nd galla mandi chauraha to rafaka nala via mankameshwar mandir in vijay nagar under ward 33,cleaning work of nala from block no 87 to rafaka nala via j p park nd galla mandi chauraha to rafaka nala via mankameshwar mandir in vijay nagar under ward 33,Please refer Tender documents. ,NA ,"2,81,219",Civil Works,NA ,Tender,180.0,30.0,kanpur,208001.0,NA ,NA ,NA ,ce knn moti jheel,No ,No,ce knn,ce knn moti jheel,1.0,Fee/PreQual/Technical/Finance,.pdf,pdf,AOC
2,6036656,M/s Beenu enterprises,08-Apr-2026 02:46 PM,Accepted-AOC,L-1,01-Jun-2026 12:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,boq,AOC
