S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,RTGS - RTGS Payment,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Mathura,01/COMP.SCHOOL/FIROZABAD/26-27,2026_SCIDC_1150565_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,Executive engineer,"Ex. En. Office H.No.-128, Paschimpuri, Near Pani Ki Tanki, Sikandra, Agra.","27,000",No,fixed,,UPSCIDCO,FIROZABAD,1,Fee/PreQual/Technical,.pdf,NIT,"1,652",UPSCIDCO,FIROZABAD,No,29-May-2026 01:00 PM,05-Jun-2026 01:00 PM,29-May-2026 01:00 PM,05-Jun-2026 12:00 PM,NA ,NA ,29-May-2026 01:00 PM,05-Jun-2026 12:00 PM,06-Jun-2026 02:30 PM,"CONSTRUCTION OF ADDITIONAL CLASSROOM (SINGLE STOREY) AND GUARD ROOM, AT COMPOSITE SCHOOL DAKHINARA, SIKOHABAD, DISTT- FIROZABAD.","CONSTRUCTION OF ADDITIONAL CLASSROOM (SINGLE STOREY) AND GUARD ROOM, AT COMPOSITE SCHOOL DAKHINARA, SIKOHABAD, DISTT- FIROZABAD.",Please refer Tender documents. ,NA ,"13,29,000",Civil Works - Buildings,NA ,Tender,180.0,180.0,FIROZABAD,283135.0,NA ,NA ,NA ,"H.No.-128, Paschimpuri, Near Pani Ki Tanki, Sikand",No ,No,AOC,EXECUTIVE ENGINEER,Internal,,Sanjai Gangwar,08-Jun-2026 01:23 PM,finsummary_2164045.pdf (529.37 KB),Technical,All bids are ok.,Sanjai Gangwar,06-Jun-2026 02:26 PM,technical_2164045.pdf,EXECUTIVE ENGINEER,Internal,,Sanjai Gangwar,06-Jun-2026 02:27 PM,06-Jun-2026 02:30 PM,techsummary_2164045.pdf (254.70 KB),Finance,Rate of M/S SUDHIR BUILDING MATERIAL AND SUPPLIERS is accepted.,Sanjai Gangwar,08-Jun-2026 01:19 PM,finance_2164045.pdf,BOQ Comparative Chart,1,6163298,M/S SUDHIR BUILDING MATERIAL AND SUPPLIERS,02-Jun-2026 09:33 PM,Accepted-AOC,OK,08-Jun-2026 01:50 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Mathura,2026_SCIDC_1150565_2,01/COMP.SCHOOL/FIROZABAD/26-27,"CONSTRUCTION OF ADDITIONAL CLASSROOM (SINGLE STOREY) AND GUARD ROOM, AT COMPOSITE SCHOOL DAKHINARA, SIKOHABAD, DISTT- FIROZABAD.",1.0,6163298.0,M/S SUDHIR BUILDING MATERIAL AND SUPPLIERS,INR,"1,328,699.32",08-Jun-2026,"INR 1,328,699.32",180.0,Sanjai Gangwar,08-Jun-2026 01:50 PM,fr1frz.pdf (529.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6170302,M/S USHA Construction,05-Jun-2026 08:37 AM,Rejected-AOC,OK,08-Jun-2026 01:50 PM,,,,,,,,,,,,,,,,AOC
