Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage
Er Bharat Ram,Internal,,Bharat Ram,02-Mar-2026 10:14 PM,06-Mar-2026 12:00 PM,techsummary_2069430.pdf (263.17 KB),19-Mar-2026,"INR 375,120",20.0,Bharat Ram,13-Jun-2026 12:59 PM,lot2.pdf (358.00 KB),Technical,attached,Bharat Ram,02-Mar-2026 08:27 PM,,Er. Bharat Ram,Internal,,Bharat Ram,10-Mar-2026 12:55 PM,finsummary_2069430.pdf (82.93 KB),Finance,Attached,Bharat Ram,10-Mar-2026 12:51 PM,,BOQ Comparative Chart,1.0,5901853.0,M/S SHIV SHAKTI CONSTRUCTION COMPANY,INR,"375,120","U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak Flood Circle, Basti||EE FLOOD DIVISION, BALRAMPUR",2026_UPIDC_1112264_20,15/EE/2025-26,Silt Clearance work of Lambuiya Drain From Km. 0.000 to 3.000 in Distt Balrampur,1,5900849,DEV CONTRACTOR,20-Feb-2026 10:10 AM,Rejected-Technical,Technical Bid Not Qualified,02-Mar-2026 10:14 PM,AOC,"17,000",Yes,fixed,,Nil,Nil,Silt Clearance work of Lambuiya Drain From Km. 0.000 to 3.000 in Distt Balrampur,As Per Tender Notice,As Per Tender Notice ,NA ,"8,25,000",Civil Works,NA ,Tender,90.0,20.0,Balrampur,271201.0,NA ,NA ,NA ,Balrampur,No ,No,Executive Engineer,Flood Division Balrampur,13-Feb-2026 10:00 AM,20-Feb-2026 03:00 PM,13-Feb-2026 10:00 AM,20-Feb-2026 02:00 PM,NA ,NA ,13-Feb-2026 10:00 AM,20-Feb-2026 02:00 PM,06-Mar-2026 12:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak Flood Circle, Basti||EE FLOOD DIVISION, BALRAMPUR",15/EE/2025-26,2026_UPIDC_1112264_20,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,766.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Technical Document,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5896434,LALTA PRASAD MAURYA,20-Feb-2026 11:41 AM,Rejected-Finance,L2,10-Mar-2026 12:55 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5897973,MAHIPAL PANDEY,20-Feb-2026 11:35 AM,Rejected-Technical,Technical Bid Not Qualified,02-Mar-2026 10:14 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5896774,MAYANK MANI TRIPATHI,19-Feb-2026 10:43 PM,Rejected-Technical,Technical Bid Not Qualified,02-Mar-2026 10:14 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5902023,M/s Dhruv Singh Contractor,20-Feb-2026 01:15 PM,Rejected-Technical,Technical Bid Not Qualified,02-Mar-2026 10:14 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5901627,m/s kanihya lal yadav,20-Feb-2026 12:26 PM,Rejected-Finance,L5,10-Mar-2026 12:55 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5898908,M/S OM SAI TRADERS,19-Feb-2026 08:44 PM,Rejected-Finance,L3,10-Mar-2026 12:55 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5901853,M/S SHIV SHAKTI CONSTRUCTION COMPANY,20-Feb-2026 01:07 PM,Accepted-AOC,L1,13-Jun-2026 01:00 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5893986,RAJESH KUMAR MISHRA,20-Feb-2026 10:26 AM,Rejected-Finance,L4,10-Mar-2026 12:55 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
