S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE,02/ SERED 2026-27 DT01-04-2026,2026_REDUP_1150633_13,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"86,000",Yes,fixed,,Nil,Nil,"2,354",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,SBD,3. Graam pnchaayat haajeepur khedaa men majaraa sonigaa men laayak sinh ke ghar se kheraa gaon kee or CC nirmaan kaary,3. Graam pnchaayat haajeepur khedaa men majaraa sonigaa men laayak sinh ke ghar se kheraa gaon kee or CC nirmaan kaary,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,120.0,AGRA,282002.0,NA ,NA ,NA ,SE RED AGRA,No ,No,SE RED AGRA,SE RED AGRA,21-May-2026 10:00 AM,28-May-2026 02:30 PM,21-May-2026 10:00 AM,28-May-2026 12:00 PM,NA ,NA ,21-May-2026 10:00 AM,28-May-2026 12:00 PM,15-Jun-2026 12:00 PM,AOC,1,6142875,M/S SAI ENTERPRISES,27-May-2026 02:52 PM,Rejected-Finance,L2,18-Jun-2026 03:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE,2026_REDUP_1150633_13,02/ SERED 2026-27 DT01-04-2026,3. Graam pnchaayat haajeepur khedaa men majaraa sonigaa men laayak sinh ke ghar se kheraa gaon kee or CC nirmaan kaary,1.0,6143687.0,TANYA CONSTRUCTION,INR,"4,257,687.07",SE RED,Internal,,Dinesh Singh,18-Jun-2026 03:00 PM,finsummary_2155001.pdf (60.31 KB),Finance,ALL BID ADMITTED,Dinesh Singh,16-Jun-2026 06:20 PM,,BOQ Comparative Chart,Technical,Technical,Dinesh Singh,29-May-2026 01:51 PM,,18-Jun-2026,"INR 4,257,687.07",120.0,Dinesh Singh,28-Jun-2026 10:44 PM,Majra_Soniga_Layak_Singh.pdf (191.00 KB),AOC,SERED,Internal,,Dinesh Singh,12-Jun-2026 09:28 PM,15-Jun-2026 12:00 PM,techsummary_2155001.pdf (98.85 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,6143687,TANYA CONSTRUCTION,27-May-2026 10:30 AM,Accepted-AOC,AOC,28-Jun-2026 10:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
