Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
02-Jun-2026,"INR 1,144,000",180.0,Anil Kumar,02-Jun-2026 12:57 PM,WO.pdf (641.00 KB),Letter No- 06 Date 04.04.2026,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Allahabad,2026_SCIDC_1122444_1,364/EE/PBH/E-TENDER/25-26,Construction of Interlocking Road and drain from Kali Sadak to Saraswati Shishu Mandir in Ward Gadwaripur of Development block Sadar Pratapgarh,1.0,5962355.0,M/S MAA AMBE ENTERPRISES,INR,"1,144,000",1,5962355,M/S MAA AMBE ENTERPRISES,10-Mar-2026 05:51 PM,Accepted-AOC,Ist Lowest Rate,02-Jun-2026 12:57 PM,Technical,Summary,Anil Kumar,02-Apr-2026 11:42 AM,,Anil Kumar,Internal,Shahbaz Ahmad Lalji Tiwari,Anil Kumar,02-Jun-2026 12:52 PM,finsummary_2090269.pdf (1154.86 KB),Finance,Fn,Anil Kumar,02-Jun-2026 12:48 PM,finance_2090269.pdf,BOQ Comparative Chart,Anil Kumar,Internal,Lalji Tiwari Shahbaz Ahmad,Anil Kumar,02-Apr-2026 12:00 PM,02-Apr-2026 12:05 PM,techsummary_2090269.pdf (1320.70 KB),AOC,"23,000",No,fixed,,EE UPSCIDCO,Pratapgarh,1.0,RTGS - RTGS Payment,1,Fee/PreQual/Technical,.pdf,NIT EMD etc,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Allahabad,364/EE/PBH/E-TENDER/25-26,2026_SCIDC_1122444_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,EE Pratapgarh,Near Renu Verma Nursing Home front of Angil School Shiv ji puram Pratapgarh,"1,652",EE UPSCIDCO,Pratapgarh,No,Construction of Interlocking Road and drain from Kali Sadak to Saraswati Shishu Mandir in Ward Gadwaripur of Development block Sadar Pratapgarh,Construction of Interlocking Road and drain from Kali Sadak to Saraswati Shishu Mandir in Ward Gadwaripur of Development block Sadar Pratapgarh,Please refer Tender documents. ,NA ,,Road Works,NA ,Tender,105.0,180.0,Pratapgarh,212601.0,EE Office Pratapgarh ,Near Renu Verma Nursing Home front of Angil School Shiv ji puram Pratapgarh ,11-Mar-2026 12:00 PM ,EE UPSCIDCO Pratapgarh,No ,No,07-Mar-2026 03:00 PM,13-Mar-2026 02:00 PM,07-Mar-2026 03:00 PM,13-Mar-2026 01:00 PM,NA ,NA ,07-Mar-2026 03:00 PM,13-Mar-2026 01:00 PM,02-Apr-2026 12:05 PM,AOC
,,,,,,,,,,,,,,,,2,5966748,SAKSHAM ENTERPRISES,12-Mar-2026 09:49 AM,Rejected-Finance,IInd Lowest Rate,02-Jun-2026 12:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
