Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,Bids submitted,Nanak Chand,09-Apr-2026 05:59 PM,finance_2096502.pdf,BOQ Comparative Chart,19-May-2026,"INR 983,609",45.0,MEENAKSHI AGARWAL,05-Jun-2026 10:29 AM,922.pdf (220.00 KB),Agreement Deed Complete,"Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1124910_1,672/AA-4/25-26,"Repairing of dot nala at 13/134, 135, 143, 165 behind house of suresh awasthi under ward-42 zone-4.",1.0,5983523.0,ELITE CONSTRUCTION COMPANY,INR,"983,609",1,5983523,ELITE CONSTRUCTION COMPANY,18-Mar-2026 01:26 AM,Accepted-AOC,Aoc issue,05-Jun-2026 10:29 AM,"Jr. Engg., Exe. Engg.",Internal,"Jr. Engg., Exe. Engg.",Nanak Chand,15-Apr-2026 06:36 PM,techsummary_2096502.pdf (213.72 KB),"Jr. Engg., Exe. Engg.",Internal,"Jr. Engg., Exe. Engg.",Nanak Chand,15-Apr-2026 06:41 PM,finsummary_2096502.pdf (401.18 KB),AOC,"1,180",Nil,Nil,No,"Chief Engineer, KNN","Chief Engineer office, KNN, Motijheel",1.0,SBI Bank,"Repairing of dot nala at 13/134, 135, 143, 165 behind house of suresh awasthi under ward-42 zone-4.","Repairing of dot nala at 13/134, 135, 143, 165 behind house of suresh awasthi under ward-42 zone-4.",Please refer Tender documents. ,NA ,"9,98,588",Civil Works,NA ,Tender,90.0,45.0,ward-42 parmat,208001.0,NA ,NA ,NA ,"Executive Engineer Office, Motijheel, Kanpur",No ,No,14-Mar-2026 09:00 AM,18-Mar-2026 04:00 PM,14-Mar-2026 09:00 AM,18-Mar-2026 03:00 PM,NA ,NA ,14-Mar-2026 09:00 AM,18-Mar-2026 03:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,Scan copy of Affidavit of pending works on Rs. 100 stamp,"99,859",No,percentage,10.0%,Nil,Nil,"Kanpur Municipal Corporation, Kanpur, UP",672/AA-4/25-26,2026_NNKAN_1124910_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,2,5983579,M/s Aone construction,18-Mar-2026 01:00 AM,Not Admitted-Fee/PreQual/Technical/Finance,Not qualified for AOC,09-Apr-2026 05:59 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3,5982068,M/S H.D. GROUP CONSTRUCTION CO.,17-Mar-2026 02:58 PM,Not Admitted-Fee/PreQual/Technical/Finance,Price Bid not complied,09-Apr-2026 05:59 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4,5984390,M/s Super rain construction,18-Mar-2026 11:19 AM,Not Admitted-Fee/PreQual/Technical/Finance,Price Bid not complied,09-Apr-2026 05:59 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5,5983565,SANA CONSTRUCTION COMPANY,18-Mar-2026 01:14 AM,Rejected-Finance,L2 bidder,15-Apr-2026 06:41 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,6,5977084,ZOYA CONSTRUCTION,18-Mar-2026 01:46 AM,Rejected-Finance,L3 bidder,15-Apr-2026 06:41 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
