Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Instrument Type,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
29-Jun-2026,"INR 619,110.96",60.0,Shiv Kumar,28-Jun-2026 03:26 PM,11.pdf (396.00 KB),1.0,6192593.0,FAIZUL HAQ,13-Jun-2026 04:49 PM,Rejected-AOC,L2,28-Jun-2026 03:27 PM,Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,2026_DOLBU_1152451_1,229/NP/NV/RVA/2026-27,11-npp sandila me wn17 me abdul wahab ke makan se hafiz abdul vadod se mohammad saheem ke makan tak cc sadak va nali nirman karya,1.0,6192786.0,STAR BUILDERS & SUPPLIERS,INR,"619,110.96",Finance,STAR BUILDERS winner,Shiv Kumar,28-Jun-2026 03:19 PM,,BOQ Comparative Chart,eo and je,Internal,,Shiv Kumar,27-Jun-2026 03:40 PM,27-Jun-2026 04:00 PM,techsummary_2158890.pdf (744.54 KB),Technical,3 admitted,Shiv Kumar,27-Jun-2026 03:25 PM,,eo and je,Internal,,Shiv Kumar,28-Jun-2026 03:22 PM,finsummary_2158890.pdf (396.14 KB),AOC,Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,229/NP/NV/RVA/2026-27,2026_DOLBU_1152451_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,date extend,Date,,"52,800",No,fixed,,adhishashi adhikari nagar palika parishad,sandila,11-npp sandila me wn17 me abdul wahab ke makan se hafiz abdul vadod se mohammad saheem ke makan tak cc sadak va nali nirman karya,11-npp sandila me wn17 me abdul wahab ke makan se hafiz abdul vadod se mohammad saheem ke makan tak cc sadak va nali nirman karya,Please refer Tender documents. ,NA ,"6,22,222",Civil Works,NA ,Tender,90.0,60.0,nagar palika parishad sandila,241204.0,NA ,NA ,NA ,nagar palika parishad sandila,No ,No,622.0,adhishashi adhikari nagar palika parishad,sandila,No,1,DD - Demand Draft,EO and JEsandila,sandila,23-May-2026 05:00 PM,23-Jun-2026 11:00 AM,23-May-2026 05:00 PM,22-Jun-2026 05:00 PM,NA ,NA ,23-May-2026 05:00 PM,22-Jun-2026 05:00 PM,27-Jun-2026 04:00 PM,1.0,Fee/PreQual/Technical,.pdf,tech,AOC
,,,,,,2.0,6192786.0,STAR BUILDERS & SUPPLIERS,13-Jun-2026 06:05 PM,Accepted-AOC,L1,28-Jun-2026 03:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,conditions apply,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,2.0,Finance,.xls,boq,AOC
,,,,,,3.0,6209350.0,UMESH CHANDRA RATHORE CONTRACTOR,22-Jun-2026 01:43 PM,Rejected-AOC,L2,28-Jun-2026 03:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,AOC
