S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,SBI Bank,354.0,Nil,Nil,No,"8,000",No,fixed,,Nil,Nil,05-May-2026 10:00 AM,11-May-2026 12:30 PM,05-May-2026 10:00 AM,11-May-2026 12:00 PM,NA ,NA ,05-May-2026 10:00 AM,11-May-2026 12:00 PM,18-May-2026 11:00 AM,Clearance of Sansarpur Drain from km. 0.000 to km. 9.600,Clearance of Sansarpur Drain from km. 0.000 to km. 9.600,Please refer Tender documents. ,NA ,"3,82,000",Civil Works - Canal,NA ,Tender,90.0,15.0,LAKHIMPUR KHERI,262701.0,NA ,NA ,NA ,LAKHIMPUR,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||Irrigation Works Circle, Sitapur||ID-1, lakhimpur khiri",01/EE/2026-27 Dt. 27.04.2026,2026_UPIDC_1142892_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,EX.ENG.ID-1 LAKHIMPUR KHERI,EX.ENG.ID-1 SHIV COLONY LAKHIMPUR KHERI,1,Fee/PreQual/Technical,.pdf,Technical,AOC,EE ID1 LAKHIMPUR KHERI,Internal,,RAM BAHADUR,15-May-2026 01:22 PM,18-May-2026 11:00 AM,techsummary_2134998.pdf (661.80 KB),Finance,Admitted,RAM BAHADUR,20-May-2026 11:48 AM,,BOQ Comparative Chart,EE ID1 LAKHIMPUR KHERI,Internal,,RAM BAHADUR,20-May-2026 03:03 PM,finsummary_2134998.pdf (942.68 KB),Technical,Admitted,RAM BAHADUR,15-May-2026 12:15 PM,,1,6103820,IKRAR KHAN,10-May-2026 10:58 PM,Accepted-AOC,First Lowest,03-Jun-2026 07:09 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||Irrigation Works Circle, Sitapur||ID-1, lakhimpur khiri",2026_UPIDC_1142892_5,01/EE/2026-27 Dt. 27.04.2026,Clearance of Sansarpur Drain from km. 0.000 to km. 9.600,1.0,6103820.0,IKRAR KHAN,INR,"275,016.56",25-May-2026,"INR 275,016.56",15.0,RAM BAHADUR,03-Jun-2026 07:09 PM,SansarpurAOC2627.pdf (300.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6104024,M/S SHRI RAM SINGH,11-May-2026 08:02 AM,Rejected-Finance,Due to higher rate,20-May-2026 03:03 PM,,,,,,,,,,,,,,,,AOC
