S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,SBI Bank,V.K Ghoral ke Nakbai me pakki road se ram ji ke ghar tak sampark marge ka nirman,V.K Ghoral ke Nakbai me pakki road se ram ji ke ghar tak sampark marge ka nirman,AS PER NIT AND T1 ,NA ,,Civil Works,NA ,Tender,90.0,90.0,GHORAWAL,231216.0,NA ,NA ,NA ,EE RED,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE SONBHADRA,1182 /EE RED/ 2025-26 DATE- 17.01.2026,2026_REDUP_1118559_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,767.0,Nil,Nil,No,"29,000",No,fixed,,Nil,Nil,20-Feb-2026 03:00 PM,26-Feb-2026 02:00 PM,20-Feb-2026 03:00 PM,26-Feb-2026 12:00 PM,NA ,NA ,20-Feb-2026 03:00 PM,26-Feb-2026 12:00 PM,10-Apr-2026 10:00 AM,1.0,Fee/PreQual/Technical,.pdf,TECH DOC,EE RED,URMORA SONBHADRA,AOC,EE,Internal,AE DAO,Jayprakash Dhawan,10-Apr-2026 07:59 AM,10-Apr-2026 10:00 AM,techsummary_2079133.pdf (538.91 KB),Finance,attached,Jayprakash Dhawan,10-Jun-2026 05:03 PM,finance_2079133.pdf,BOQ Comparative Chart,EE,Internal,AE DAO,Jayprakash Dhawan,10-Jun-2026 05:06 PM,finsummary_2079133.pdf (191.84 KB),Technical,attached,Jayprakash Dhawan,10-Apr-2026 07:57 AM,technical_2079133.pdf,1.0,5918390.0,SHIV MAURYA CONSTRUCTION,INR,"1,224,204.55",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE SONBHADRA,2026_REDUP_1118559_1,1182 /EE RED/ 2025-26 DATE- 17.01.2026,V.K Ghoral ke Nakbai me pakki road se ram ji ke ghar tak sampark marge ka nirman,1,5918432,ANJALI CONSTRUCTION,24-Feb-2026 08:39 PM,Rejected-Finance,l3,10-Jun-2026 05:06 PM,19-Jun-2026,"INR 1,224,204.55",90.0,Sanjay Srivastava,19-Jun-2026 01:00 PM,nak.pdf (192.00 KB),attached,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FC DOC,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5918390,SHIV MAURYA CONSTRUCTION,24-Feb-2026 08:08 PM,Accepted-AOC,l1,19-Jun-2026 01:00 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5918298,SHRI LAXMI CONSTRUCTION,24-Feb-2026 07:40 PM,Rejected-Finance,l2,10-Jun-2026 05:06 PM,,,,,,,,AOC
