Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Technical,Bids received,Aniruddh Kumar Yadav,07-May-2026 09:53 AM,,05-Jun-2026,"INR 1,075,663",90.0,Aniruddh Kumar Yadav,12-Jun-2026 04:21 PM,Majhgawarashokkol.pdf (378.00 KB),EE RED Chandauli,Internal,1 AE RED Chandauli 2 DAO RED Chandauli,Aniruddh Kumar Yadav,07-May-2026 09:56 AM,13-May-2026 11:00 AM,techsummary_2125892.pdf (538.20 KB),1,6083965,L B Construction,04-May-2026 11:04 AM,Accepted-AOC,1st Lowest,12-Jun-2026 04:22 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE CHANDAULI,2026_REDUP_1138505_12,21/RED/Chandauli/26-27 Date-04-04-2026,Vikas Khand Naugarh ke Gram Panchayat Majhgawa me Ashok Kol ke ghar se Vaidyanath ke ghar tak CC road nirman karya.,Finance,Bids received,Aniruddh Kumar Yadav,13-May-2026 05:09 PM,,BOQ Comparative Chart,EE RED Chandauli,Internal,1 AE RED Chandauli 2 DAO RED Chanduali,Aniruddh Kumar Yadav,18-May-2026 06:06 PM,finsummary_2125892.pdf (580.70 KB),1.0,6083965.0,L B Construction,INR,"1,075,663",AOC,EE RED Chandauli,EE RED Chandauli,18-Apr-2026 11:00 AM,04-May-2026 12:30 PM,18-Apr-2026 11:00 AM,04-May-2026 12:00 PM,NA ,NA ,18-Apr-2026 11:00 AM,04-May-2026 12:00 PM,13-May-2026 11:00 AM,1.0,SBI Bank,"1,016",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,EMD fees and Technical Document,Vikas Khand Naugarh ke Gram Panchayat Majhgawa me Ashok Kol ke ghar se Vaidyanath ke ghar tak CC road nirman karya.,Vikas Khand Naugarh ke Gram Panchayat Majhgawa me Ashok Kol ke ghar se Vaidyanath ke ghar tak CC road nirman karya.,Please refer Tender documents. ,NA ,"10,77,000",Civil Works - Roads,NA ,Tender,90.0,90.0,Naugarh,232104.0,NA ,NA ,NA ,EE RED Chandauli,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE CHANDAULI,21/RED/Chandauli/26-27 Date-04-04-2026,2026_REDUP_1138505_12,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"21,500",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,2,6086655,M/s. CHAUDHARY CONSTRUCTION,04-May-2026 10:55 AM,Rejected-Finance,2nd bidder,18-May-2026 06:06 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
