Cover No,Cover,Document Type,Description,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,1.0,SBI Bank,1.0,Date Extension,Date,,944.0,Nil,Nil,No,"32,780",No,percentage,2.0%,Nil,Nil,13-Apr-2026 03:00 PM,25-Apr-2026 12:30 PM,13-Apr-2026 03:00 PM,25-Apr-2026 12:00 PM,NA ,NA ,13-Apr-2026 03:00 PM,25-Apr-2026 12:00 PM,16-May-2026 12:00 PM,"Under District Jaunpur, Construction of CC road from Saraimohiuddinpur-Akhand Nagar road to Manoj Singh house in village Gairwah of block Suithakala, Lot No 6","Under District Jaunpur, Construction of CC road from Saraimohiuddinpur-Akhand Nagar road to Manoj Singh house in village Gairwah of block Suithakala, Lot No 6",Please refer Tender documents. ,NA ,"16,39,000",Civil Works,NA ,Tender,90.0,90.0,Jaunpur,222001.0,"EE RED Jaunpur, Vikas Bhawan, Jaunpur ","EE RED Jaunpur, Vikas Bhawan, Jaunpur  ",15-Apr-2026 11:00 AM ,"EE RED Jaunpur, Vikas Bhawan, Jaunpur",No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE JAUNPUR,1962/EE RED Jaunpur/25-26 Dt 27/02/2026,2026_REDUP_1136396_6,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"EE RED Jaunpur, Vikas Bhawan, Jaunpur","EE RED Jaunpur, Vikas Bhawan, Jaunpur",AOC,Technical,Summary,Neeraj Kumar,28-Apr-2026 08:14 PM,,Er Neeraj Kumar EE RED Jaunpur,Internal,,Neeraj Kumar,13-Jun-2026 07:36 PM,finsummary_2122067.pdf (521.75 KB),Finance,Summary,Neeraj Kumar,18-May-2026 10:34 AM,,BOQ Comparative Chart,Er Neeraj Kumar EE RED Jaunpur,Internal,"Er Neeraj Kumar EE RED Jaunpur, Er Maya Shankar AE RED Jaunpur, Er Alok Kumar AE RED Jaunpur, Mr Jai Prakash DAO RED Jaunpur",Neeraj Kumar,13-May-2026 06:03 PM,16-May-2026 12:00 PM,techsummary_2122067.pdf (296.28 KB),13-Jun-2026,"INR 1,932,985",90.0,Neeraj Kumar,13-Jun-2026 07:37 PM,1962_6.pdf (522.00 KB),1,6062539,M/S AWADH CONSTRUCTION,22-Apr-2026 04:08 PM,Accepted-AOC,AoC,13-Jun-2026 07:37 PM,1.0,6062539.0,M/S AWADH CONSTRUCTION,INR,"1,932,985",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE JAUNPUR,2026_REDUP_1136396_6,1962/EE RED Jaunpur/25-26 Dt 27/02/2026,"Under District Jaunpur, Construction of CC road from Saraimohiuddinpur-Akhand Nagar road to Manoj Singh house in village Gairwah of block Suithakala, Lot No 6",AOC
2,Finance,.xls,Financial Documents(BoQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6062527,UNNAT CONSTRUCTION,22-Apr-2026 04:21 PM,Rejected-Finance,Rejected,13-Jun-2026 07:36 PM,,,,,,,,,,AOC
