S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,SBI Bank,"2,360",Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Varansi||BD, varanasi",04/EE/BDV/2026-27,2026_UPIDC_1147578_24,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,Executive Engineer,"Executive Engineer, Bandhi Division, Varunapuram Sinchai Colony, Sigra, Varanasi",Correcting Internal section of P r a t a p u r Drain from Km. 0.000 to Km. 4.500 in Chandauli Block District-Chandauli,Correcting Internal section of P r a t a p u r Drain from Km. 0.000 to Km. 4.500 in Chandauli Block District-Chandauli,Please refer Tender documents. ,NA ,"4,44,000",Civil Works,NA ,Tender,90.0,20.0,Chandauli,232104.0,NA ,NA ,NA ,"Executive Engineer, Bandhi Division, Varanasi",No ,No,"9,000",Yes,fixed,,Nil,Nil,12-May-2026 10:00 AM,18-May-2026 03:00 PM,12-May-2026 10:00 AM,18-May-2026 02:00 PM,NA ,NA ,12-May-2026 10:00 AM,18-May-2026 02:00 PM,26-May-2026 03:00 PM,1.0,Fee/PreQual/Technical,.pdf,Tender Notice,AOC,1,6120969,M/S OM PRAKASH SINGH,16-May-2026 05:46 PM,Rejected-Finance,L2,03-Jun-2026 01:46 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Varansi||BD, varanasi",2026_UPIDC_1147578_24,04/EE/BDV/2026-27,Correcting Internal section of P r a t a p u r Drain from Km. 0.000 to Km. 4.500 in Chandauli Block District-Chandauli,1.0,6120616.0,M/S RISHABH SINGH,INR,"265,656.25",Shri Suresh Chandra Azad,Internal,"Shri Sudhir Kumar Pal, E.E., G.C.D.B, Shri Manoj Kumar, DAO, BDV",SURESH CHANDRA AZAD,03-Jun-2026 01:46 PM,finsummary_2147036.pdf (351.66 KB),Finance,Bid opening summary,SURESH CHANDRA AZAD,03-Jun-2026 01:34 PM,finance_2147036.pdf,BOQ Comparative Chart,"Shri Suresh Chandra Azad, E.E., BDV",Internal,"Shri Sudhir Kumar Pal, E.E., G.C.D, Bhadohi, Shri Monoj Komar, DAO, BDV",SURESH CHANDRA AZAD,26-May-2026 12:55 PM,26-May-2026 03:00 PM,techsummary_2147036.pdf (398.05 KB),Technical,Summary,SURESH CHANDRA AZAD,26-May-2026 12:49 PM,technical_2147036.pdf,05-Jun-2026,"INR 265,656.25",20.0,SURESH CHANDRA AZAD,26-Jun-2026 08:35 AM,lot24.pdf (447.00 KB),L1,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,2,6120616,M/S RISHABH SINGH,17-May-2026 03:29 PM,Accepted-AOC,L1,26-Jun-2026 08:35 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,6123375,SATGURU KABIR ENTERPRISES,18-May-2026 07:47 AM,Rejected-Finance,L3,03-Jun-2026 01:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
