Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
01-Jun-2026,"INR 3,709,318",60.0,narendra kumar chaudhary,01-Jun-2026 01:07 PM,51107.pdf (432.00 KB),Technical,Technical,narendra kumar chaudhary,05-Mar-2026 02:00 PM,,CE,Internal,,narendra kumar chaudhary,30-Mar-2026 04:07 PM,02-Apr-2026 01:00 PM,techsummary_2062504.pdf (836.33 KB),1.0,5941236.0,M/S LISA CONSTRUCTION,INR,"3,709,318",Finance,Fianance,narendra kumar chaudhary,02-Apr-2026 04:09 PM,,BOQ Comparative Chart,ce,Internal,,narendra kumar chaudhary,01-Jun-2026 01:05 PM,finsummary_2062504.pdf (431.94 KB),Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,2026_DOLBU_1113580_51,107/Nirman/2025-26 Date 16.01.2026,"Construction work of drain and CC road from Lokeshpal to Jai Durga Builder, Kalu house to Balkishan Yadav ji in Ward 35, Akbarpur Bahrampur.",1,5938700,A.S Constructions,28-Feb-2026 02:07 PM,Rejected-Finance,L2,01-Jun-2026 01:05 PM,AOC,"Construction work of drain and CC road from Lokeshpal to Jai Durga Builder, Kalu house to Balkishan Yadav ji in Ward 35, Akbarpur Bahrampur.","Construction work of drain and CC road from Lokeshpal to Jai Durga Builder, Kalu house to Balkishan Yadav ji in Ward 35, Akbarpur Bahrampur.",Please refer Tender documents. ,NA ,"43,63,904",Civil Works,NA ,Tender,90.0,NA ,Ghaziabad,201001.0,NA ,NA ,NA ,Ghaziabad Nagar Nigam,No ,No,1.0,SBI Bank,"1,30,917",No,percentage,3.0%,Nil,Nil,Directorate of Local Bodies UP||Ghaziabad Municipal Corporation,107/Nirman/2025-26 Date 16.01.2026,2026_DOLBU_1113580_51,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"3,089",Nil,Nil,No,CE,Ghaziabad Nagar Nigam,09-Feb-2026 09:00 AM,28-Feb-2026 03:30 PM,09-Feb-2026 09:00 AM,28-Feb-2026 03:00 PM,NA ,NA ,09-Feb-2026 09:00 AM,28-Feb-2026 03:00 PM,02-Apr-2026 01:00 PM,1.0,Fee/PreQual/Technical,.pdf,Tender Notice,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5938918,M/S KRISHNA ASSOCIATES,28-Feb-2026 11:54 AM,Rejected-Finance,L2,01-Jun-2026 01:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5941236,M/S LISA CONSTRUCTION,28-Feb-2026 01:32 PM,Accepted-AOC,L1,01-Jun-2026 01:08 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5941220,M/S MAA PADMAWATI CONSTRUCTION,28-Feb-2026 12:53 PM,Rejected-Finance,L2,01-Jun-2026 01:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5932084,M/S NORTH INDIA DEVELOPERS,27-Feb-2026 01:49 PM,Rejected-Finance,L2,01-Jun-2026 01:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5934128,M/s Yash Construction,26-Feb-2026 05:38 PM,Rejected-Technical,all requried not complete,30-Mar-2026 04:07 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5934587,R B S CONSTRUCTION COMPANY,28-Feb-2026 12:58 PM,Rejected-Finance,L2,01-Jun-2026 01:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
