Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
Vijay Singh E.E.,Internal,Arvind Kr. Pandey E.E. Faujdar Ram E.E.,Vijay Singh,19-May-2026 02:25 PM,20-May-2026 12:00 PM,techsummary_2139566.pdf (312.23 KB),Technical,Total 02 bid received and all bidders have qualified for Financial Bid Opening,Vijay Singh,19-May-2026 09:25 AM,technical_2139566.pdf,25-May-2026,"INR 666,173",21.0,Vijay Singh,01-Jun-2026 06:30 PM,AOCDadrataheberpur.pdf (301.00 KB),M/s A.S. Construction Village- Arusa Post - Chhituna Distt.- Azamgarh,1.0,6103032.0,Ms A S Construction,10-May-2026 05:32 PM,Accepted-AOC,-4.83 percent below,01-Jun-2026 06:32 PM,"U P Irrigation Department (Civil)||Chief Engineer-Externally Aided Project, Lucknow||Drainage Circle, Lucknow||ID-2, sultanpur",2026_UPIDC_1144689_12,279/id-2SLP/tender/Dt.20.04.26,Maintenance of Dadra Tahbarpur Drain from Km. 0.000 to 14.600,1.0,6103032.0,Ms A S Construction,INR,"666,173",Finance,Ms A S Construction is L1,Vijay Singh,20-May-2026 07:56 PM,finance_2139566.pdf,BOQ Comparative Chart,Vijay Singh E.E.,Internal,Arvind Kr. Pandey E.E. Faujdar Ram E.E.,Vijay Singh,21-May-2026 09:52 AM,finsummary_2139566.pdf (302.00 KB),AOC,1.0,SBI Bank,580.0,Nil,Nil,No,"70,000",No,fixed,,Nil,Nil,04-May-2026 10:00 AM,12-May-2026 01:00 PM,04-May-2026 10:00 AM,11-May-2026 05:00 PM,NA ,NA ,04-May-2026 10:00 AM,11-May-2026 05:00 PM,20-May-2026 12:00 PM,1.0,Fee/PreQual/Technical,.pdf,Tender Fee,Maintenance of Dadra Tahbarpur Drain from Km. 0.000 to 14.600,Maintenance of Dadra Tahbarpur Drain from Km. 0.000 to 14.600 Distt.Azamgarh,Please refer Tender documents. ,NA ,"7,00,000",Civil Works,NA ,Tender,90.0,21.0,Azamgarh,276001.0,NA ,NA ,NA ,Online,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Externally Aided Project, Lucknow||Drainage Circle, Lucknow||ID-2, sultanpur",279/id-2SLP/tender/Dt.20.04.26,2026_UPIDC_1144689_12,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer,Office of Executive Engineer Irrigation Division-2 Sultanpur,AOC
,,,,,,,,,,,,,,,,,,,2.0,6103198.0,M/S JAGDISH CONSTRUCTION AND SUPPLIERS,11-May-2026 12:54 PM,Rejected-AOC,-1.82 percent below,01-Jun-2026 06:32 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Doc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
