S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,6178614.0,BHAGWATIPRASAD CONTRACTOR,08-Jun-2026 11:42 AM,Rejected-AOC,bid admitted,23-Jun-2026 10:30 AM,1.0,6177695.0,G G CONTRACTOR,INR,"2,844,452",Directorate of Local Bodies UP||Nagar Panchayat Jagner Agra,2026_DOLBU_1149166_1,1551/N.P.J./2026-27,Tantpur road Mahendra ke Makan ke pass antyeshth Sthal ka soundarykaran ka karya,23-Jun-2026,"INR 2,844,452",60.0,Vinod Kumar,23-Jun-2026 10:30 AM,tatpurantisthal.pdf (396.00 KB),E o vinod kumar,Internal,Technical bid admitted,Vinod Kumar,23-Jun-2026 10:19 AM,finsummary_2151295.pdf (95.61 KB),Technical,technical bid admitted,Ravi kiran sharma,15-Jun-2026 08:56 AM,technical_2151295.pdf,E o vinod kumar,Internal,"JE-Satypal Raghav, Accountent- Ravikiran Sharma",Ravi kiran sharma,15-Jun-2026 09:22 AM,15-Jun-2026 09:25 AM,techsummary_2151295.pdf (95.70 KB),Finance,finencial bid admitted,Vinod Kumar,23-Jun-2026 09:35 AM,finance_2151295.pdf,BOQ Comparative Chart,AOC,Directorate of Local Bodies UP||Nagar Panchayat Jagner Agra,1551/N.P.J./2026-27,2026_DOLBU_1149166_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"3,450",executive officer,Nagar panchayat jagner Agar,No,16-May-2026 11:00 AM,08-Jun-2026 03:00 PM,16-May-2026 11:00 AM,08-Jun-2026 01:00 PM,NA ,NA ,16-May-2026 11:00 AM,08-Jun-2026 01:00 PM,15-Jun-2026 09:25 AM,1,DD - Demand Draft,Tantpur road Mahendra ke Makan ke pass antyeshth Sthal ka soundarykaran ka karya,Construction,Please refer Tender documents. ,NA ,"28,79,000",Civil Works,NA ,Tender,90.0,90.0,Nagar panchayat jagner Agra,283115.0,NA ,NA ,NA ,Nagar panchayat jagner Agra,No ,No,Execative officer,Nagar panchayat jagner Agra,1.0,Fee/PreQual/Technical,.pdf,Tender documents,"2,87,900",No,fixed,,executive officer,Nagar panchayat jagner Agar,AOC
2.0,6177695.0,G G CONTRACTOR,08-Jun-2026 12:19 AM,Accepted-AOC,bid admitted,23-Jun-2026 10:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,finencial documents,,,,,,,AOC
3.0,6178441.0,M/S MITTAL CONTRACTOR,08-Jun-2026 11:06 AM,Rejected-AOC,bid admitted,23-Jun-2026 10:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4.0,6178870.0,M/s V P Enterprises,08-Jun-2026 12:30 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-Jun-2026 08:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
