Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Executive Engineer,Internal,,Suresh Kumar Jaiswal,15-Feb-2026 11:59 AM,15-Feb-2026 12:10 PM,techsummary_2053152.pdf (226.83 KB),19-Mar-2026,"INR 1,762,821",90.0,Abhishek Rai,01-Jun-2026 12:45 PM,bpdf.pdf (153.00 KB),Technical,Opend,Suresh Kumar Jaiswal,11-Feb-2026 11:22 AM,,Executive Engineer,Internal,,Suresh Kumar Jaiswal,17-Feb-2026 08:13 AM,finsummary_2053152.pdf (153.00 KB),Finance,Opend,Suresh Kumar Jaiswal,16-Feb-2026 04:14 PM,,BOQ Comparative Chart,1.0,5854991.0,KHUSHI ENTERPRISES,INR,"1,762,821",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE GORAKHPUR,2026_REDUP_1110912_67,2592/EE/RED/GKP/25-26 Date 07/01/26,Block-Kauriram Gram kusmaul Tola mahadih mein Harigovind ke Ghar se Radheshyam ke Ghar Tak CC Road ka Nirman Karya,1,5854991,KHUSHI ENTERPRISES,09-Feb-2026 08:59 AM,Accepted-AOC,L1,01-Jun-2026 12:45 PM,AOC,"35,300",No,percentage,2.0%,Nil,Nil,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE GORAKHPUR,2592/EE/RED/GKP/25-26 Date 07/01/26,2026_REDUP_1110912_67,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,03-Feb-2026 09:00 AM,10-Feb-2026 09:00 AM,03-Feb-2026 09:00 AM,09-Feb-2026 12:00 PM,NA ,NA ,03-Feb-2026 09:00 AM,09-Feb-2026 12:00 PM,15-Feb-2026 12:10 PM,Block-Kauriram Gram kusmaul Tola mahadih mein Harigovind ke Ghar se Radheshyam ke Ghar Tak CC Road ka Nirman Karya,Block-Kauriram Gram kusmaul Tola mahadih mein Harigovind ke Ghar se Radheshyam ke Ghar Tak CC Road ka Nirman Karya,Please refer Tender documents. ,NA ,"17,65,000",Civil Works,NA ,Tender,90.0,90.0,GORAKHPUR,273001.0,NA ,NA ,NA ,Vikash Bhawan Gorakhpur,No ,No,EXECUTIVE ENGINEER,Vikash Bhawan,1,Fee/PreQual/Technical,.pdf,Technical Evaluation,896.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5852653,M/S ARYAN ENTERPRISES,09-Feb-2026 08:56 AM,Rejected-AOC,L2,01-Jun-2026 12:45 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Evaluation,,,,,AOC
