Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2026/480 DT-27/02/2026,2026_YEIDA_1122864_19,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,"1,725",Nil,Nil,No,"1,08,300",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC","Construction of CC road From Kuvarpal home to Rasampal home and RCC drain at village -jhajhar ,YEA.WC-06","Construction of CC road From Kuvarpal home to Rasampal home and RCC drain at village -jhajhar ,YEA.WC-06",Please refer Tender documents. ,NA ,"54,14,374",Civil Works,NA ,Tender,90.0,120.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,"2ND FLOOR ,YEIDA OFFICE",No ,No,11-Mar-2026 06:55 PM,20-Mar-2026 11:00 AM,11-Mar-2026 06:55 PM,19-Mar-2026 05:00 PM,NA ,NA ,11-Mar-2026 06:55 PM,19-Mar-2026 05:00 PM,27-May-2026 11:50 AM,AOC,1,5988149,ARVIK ENTERPRISES,19-Mar-2026 11:49 AM,Rejected-Finance,L2,02-Jun-2026 05:30 PM,Yamuna Expressway Industrial Development Authority,2026_YEIDA_1122864_19,YEA/GM(PROJECT)/2026/480 DT-27/02/2026,"Construction of CC road From Kuvarpal home to Rasampal home and RCC drain at village -jhajhar ,YEA.WC-06",Finance,UNDER EVALUATION,VIKAS KUMAR,02-Jun-2026 05:22 PM,,BOQ Comparative Chart,Committee,Internal,Committee,VIKAS KUMAR,02-Jun-2026 05:30 PM,finsummary_2093436.pdf (459.57 KB),1.0,5988716.0,M/S STRONG FOUNDATION ASSOCAITES,INR,"3,457,078.14",Technical,UNDER EVALUATION,BHARAM PAL SINGH,27-May-2026 11:28 AM,,02-Jun-2026,"INR 3,457,078.14",120.0,BHARAM PAL SINGH,18-Jun-2026 02:54 PM,19.pdf (7654.00 KB),AOC,Committee,Internal,Committee,BHARAM PAL SINGH,27-May-2026 11:46 AM,27-May-2026 11:50 AM,techsummary_2093436.pdf (758.58 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,5973832,MANYA CONSTRUCTION AND SUPPLIERS,18-Mar-2026 06:34 AM,Rejected-Finance,L3,02-Jun-2026 05:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,5988840,M/S Mala Singh Enterprises,19-Mar-2026 03:43 PM,Rejected-Finance,L5,02-Jun-2026 05:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,5986506,M/S P.R. CONSTRUCTION,19-Mar-2026 01:38 PM,Rejected-Finance,L6,02-Jun-2026 05:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,5988716,M/S STRONG FOUNDATION ASSOCAITES,19-Mar-2026 02:28 PM,Accepted-AOC,L1,18-Jun-2026 02:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,5985451,PRADHAN CONTRACTOR,19-Mar-2026 04:20 PM,Rejected-Finance,L4,02-Jun-2026 05:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
