EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"39,000",Yes,fixed,,Nil,Nil,"2,354",Nil,Nil,No,EE RED Jhansi,EE RED Jhansi,Gram Khillawari Block Chirgaon Beejasen Mandir Ke samip sarvjanik shed ka nirman,Gram Khillawari Block Chirgaon Beejasen Mandir Ke samip sarvjanik shed ka nirman,Please refer Tender documents. ,NA ,"19,28,000",Civil Works,NA ,Tender,90.0,90.0,Gram Khillawari Block Chirgaon Beejasen Mandir,284003.0,NA ,NA ,NA ,EE RED Jhansi,No ,No,1.0,SBI Bank,23-Apr-2026 02:00 PM,30-Apr-2026 03:30 PM,23-Apr-2026 02:00 PM,30-Apr-2026 12:00 PM,NA ,NA ,23-Apr-2026 02:00 PM,30-Apr-2026 12:00 PM,20-May-2026 12:30 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,3781/EE/RED/Tender/2025-26 Dt. 14.03.2026,2026_REDUP_1140375_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,sbd,AOC,Finance,FINAL,Chaman Srivastava,02-Jun-2026 03:15 PM,,BOQ Comparative Chart,Rajneesh Kumar,Internal,EE AE DAO,Chaman Srivastava,15-May-2026 05:43 PM,20-May-2026 12:30 PM,techsummary_2130252.pdf (246.93 KB),Technical,FINAL,Chaman Srivastava,15-May-2026 05:41 PM,,Rajneesh Kumar,Internal,EE AE DAO,Chaman Srivastava,02-Jun-2026 03:23 PM,finsummary_2130252.pdf (493.18 KB),02-Jun-2026,"INR 1,979,881",90.0,Chaman Srivastava,02-Jun-2026 03:25 PM,khillwari.pdf (493.00 KB),FINAL,1,6069232,BALAJI CONSTRUCTION,28-Apr-2026 04:55 PM,Rejected-Finance,N,02-Jun-2026 03:23 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2026_REDUP_1140375_3,3781/EE/RED/Tender/2025-26 Dt. 14.03.2026,Gram Khillawari Block Chirgaon Beejasen Mandir Ke samip sarvjanik shed ka nirman,1.0,6068573.0,DENESH KUMAR SEHGAL,INR,"1,979,881",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6068573,DENESH KUMAR SEHGAL,28-Apr-2026 05:47 PM,Accepted-AOC,Y,02-Jun-2026 03:25 PM,,,,,,,,,,AOC
