Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE MIRZAPUR,01/SE RED/tender/2026-27 Dt 01-04-2026,2026_REDUP_1145967_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,sbd,"1,24,000",Yes,fixed,,Nil,Nil,1.0,date,Date,,1.0,SBI Bank,"3,314",Nil,Nil,No,SUPRINTENDING ENGINEER,Near Jahanvi Hotel Putlighar Mirzapur,09-May-2026 10:00 AM,26-May-2026 12:30 PM,09-May-2026 10:00 AM,25-May-2026 02:00 PM,NA ,NA ,09-May-2026 10:00 AM,25-May-2026 02:00 PM,06-Jun-2026 12:00 PM,Gram Panchyat Dharaha vikas khand rajgadh me shri satish singh ke ghar se mahavir mandir hote hue shri anil kumar gupta kr ghar tak nali v road nirman karya avam shri alok singh ke ghar se hote hue main road shri gopal ke ghar rak nirman karya,Gram Panchyat Dharaha vikas khand rajgadh me shri satish singh ke ghar se mahavir mandir hote hue shri anil kumar gupta kr ghar tak nali v road nirman karya avam shri alok singh ke ghar se hote hue main road shri gopal ke ghar rak nirman karya,Please refer Tender documents. ,NA ,"62,11,000",Civil Works,NA ,Tender,90.0,120.0,Mirzapur,231001.0,NA ,NA ,NA ,SUPERINTENDING ENGINEER RURAL ENGINEERING DEPARTME,No ,No,AOC,SE,Internal,EEDAO,Lalita Verma,02-Jun-2026 04:50 PM,06-Jun-2026 12:00 PM,techsummary_2142666.pdf (297.79 KB),Finance,finan,Lalita Verma,06-Jun-2026 02:09 PM,,BOQ Comparative Chart,SE,Internal,daoee,Pooja Rani,13-Jun-2026 03:01 PM,finsummary_2142666.pdf (22.49 KB),Technical,tech,Pooja Rani,30-May-2026 04:10 PM,,1,6139173,MS VIJAY KUMAR SINGH,24-May-2026 08:58 PM,Accepted-AOC,AOC,19-Jun-2026 04:47 PM,1.0,6139173.0,MS VIJAY KUMAR SINGH,INR,"6,198,528.77",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE MIRZAPUR,2026_REDUP_1145967_3,01/SE RED/tender/2026-27 Dt 01-04-2026,Gram Panchyat Dharaha vikas khand rajgadh me shri satish singh ke ghar se mahavir mandir hote hue shri anil kumar gupta kr ghar tak nali v road nirman karya avam shri alok singh ke ghar se hote hue main road shri gopal ke ghar rak nirman karya,19-Jun-2026,"INR 6,198,528.77",120.0,Pooja Rani,19-Jun-2026 04:47 PM,dhorha.pdf (608.00 KB),AOC
,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6140094,Samarth Brothers,25-May-2026 11:10 AM,Rejected-Finance,l2,13-Jun-2026 03:01 PM,,,,,,,,,,,,,,,,AOC
