Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,terms and codition,"4,438",Executive Officer,Nagar Panchayat Ganjmuradabad Unnao,No,Executive Officer,Nagar Panchayat Ganjmuradabad Unnao,Contruction Of Drain And C.C. Road From Bunkar House To Aslam House In Ward No 4 Ansar Maidan At Nagar Panchakyat Ganjmuradabad,Contruction Of Drain And C.C. Road From Bunkar House To Aslam House In Ward No 4 Ansar Maidan At Nagar Panchakyat Ganjmuradabad,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,Nagar Panchayat Ganjmuradabad Unnao,209868.0,NA ,NA ,NA ,Nagar Panchayat Ganjmuradabad Unnao,No ,No,05-May-2026 02:00 PM,26-May-2026 02:00 PM,05-May-2026 02:00 PM,26-May-2026 12:00 PM,NA ,NA ,05-May-2026 02:00 PM,26-May-2026 12:00 PM,03-Jun-2026 10:00 AM,"3,76,197",No,fixed,,Executive Officer,Nagar Panchayat Ganjmuradabad Unnao,1,DD - Demand Draft,Directorate of Local Bodies UP||Nagar Panchayat Ganjmooradabad Unnao,35/n.p.g.m./Deendayal adarsh/2026-27,2026_DOLBU_1145068_11,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC,Directorate of Local Bodies UP||Nagar Panchayat Ganjmooradabad Unnao,2026_DOLBU_1145068_11,35/n.p.g.m./Deendayal adarsh/2026-27,Contruction Of Drain And C.C. Road From Bunkar House To Aslam House In Ward No 4 Ansar Maidan At Nagar Panchakyat Ganjmuradabad,1.0,6137929.0,M/S AMIT CONTRACTOR AND GENERAL ORDER SUPPLIERS,23-May-2026 05:53 PM,Rejected-Finance,High quoted amount,03-Jun-2026 05:33 PM,Finance,ok,Praveen Katiyar,03-Jun-2026 03:34 PM,finance_2140281.pdf,BOQ Comparative Chart,Executive Officer/Chairman,Internal,,Pratik Verma,03-Jun-2026 05:33 PM,finsummary_2140281.pdf (445.19 KB),1.0,6138249.0,m/s ashiyana enterprises,INR,"3,751,449.86",Technical,admited,Gunjan Gupta,29-May-2026 08:21 AM,,04-Jun-2026,"INR 3,751,449.86",90.0,Pratik Verma,04-Jun-2026 04:45 PM,Workorder.pdf (522.00 KB),AOC,Executive Officer/Chairman,Internal,,Pratik Verma,02-Jun-2026 02:23 PM,03-Jun-2026 10:00 AM,techsummary_2140281.pdf (394.30 KB),AOC
2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,AOC,,,,,2.0,6138249.0,m/s ashiyana enterprises,23-May-2026 10:43 PM,Accepted-AOC,Low quoted amount,04-Jun-2026 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,AOC,,,,,3.0,6136959.0,M/S BHARAT ENTERPRISES,23-May-2026 09:11 AM,Rejected-Finance,High quoted amount,03-Jun-2026 05:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
