S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,SBI Bank,SCRAPPING WORK IN AURIHAR ESCAPE DRAIN FROM KM. 1.780 TO KM. 0.000,SCRAPPING WORK IN AURIHAR ESCAPE DRAIN FROM KM. 1.780 TO KM. 0.000,Please refer Tender documents. ,NA ,"1,33,000",Civil Works,NA ,Tender,90.0,10.0,ASSISTANT ENGINEER IV SSK36 JAUNPUR,222002.0,NA ,NA ,NA ,ASSISTANT ENGINEER IV SSK36 JAUNPUR,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD - 36 Jaunpur",01/AEIV/2026-27 Lot 31,2026_UPIDC_1151668_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,ASSISTANT ENGINEER IV SSK36 JAUNPUR,ASSISTANT ENGINEER IV SSK36 JAUNPUR,23-May-2026 11:00 AM,30-May-2026 02:00 PM,23-May-2026 11:00 AM,30-May-2026 01:00 PM,NA ,NA ,23-May-2026 11:00 AM,30-May-2026 01:00 PM,01-Jun-2026 09:00 AM,"2,660",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Technical,679.0,Nil,Nil,No,AOC,Finance,ok,Narsingh Ram,29-Jun-2026 03:32 PM,finance_2157193.pdf,BOQ Comparative Chart,NARSINGH RAM,Internal,,Narsingh Ram,31-May-2026 03:36 PM,01-Jun-2026 09:00 AM,techsummary_2157193.pdf (196.12 KB),Technical,ok,Narsingh Ram,31-May-2026 03:24 PM,,NARSINGH RAM,Internal,,Narsingh Ram,29-Jun-2026 03:33 PM,finsummary_2157193.pdf (199.71 KB),29-Jun-2026,"INR 69,158.232",10.0,Narsingh Ram,29-Jun-2026 03:35 PM,31.pdf (393.00 KB),1,6150048,RAJNISH CONSTRUCTION WORKS,28-May-2026 07:02 PM,Rejected-Finance,l2,29-Jun-2026 03:33 PM,1.0,6152940.0,RAMNAYAN SINGH CONSTRUCTION,INR,"69,158.232","U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD - 36 Jaunpur",2026_UPIDC_1151668_1,01/AEIV/2026-27 Lot 31,SCRAPPING WORK IN AURIHAR ESCAPE DRAIN FROM KM. 1.780 TO KM. 0.000,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6152940,RAMNAYAN SINGH CONSTRUCTION,30-May-2026 11:04 AM,Accepted-AOC,L1,29-Jun-2026 03:35 PM,,,,,,,,,,AOC
