S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,RTGS - RTGS Payment,Directorate of Local Bodies UP||Nagar Palika Parishad Lakhimpur Lakhimpur,232/JANNIRMAN/MBL/2026-27 DATED 04.05.2026,2026_DOLBU_1146095_18,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,301.0,Nagar Palika Parishad,Lakhimpur,No,09-May-2026 05:00 PM,22-May-2026 05:00 PM,09-May-2026 05:00 PM,21-May-2026 12:00 PM,NA ,NA ,09-May-2026 05:00 PM,21-May-2026 12:00 PM,02-Jun-2026 12:00 PM,Construction work of drain and CC road from Rohit house to Ram Chhavi Mishra house in Mohalla. Siktiha Swaroop Nagar.,Construction work of drain and CC road from Rohit house to Ram Chhavi Mishra house in Mohalla. Siktiha Swaroop Nagar.,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,180.0,30.0,LAKHIMPUR,262701.0,NA ,NA ,NA ,Office Nagar Palika Parishad Lakhimpur,No ,No,1.0,Fee/PreQual/Technical,.pdf,Technical,"21,623",No,fixed,,Nagar Palika Parishad,Lakhimpur,Executive Officer,Office Nagar Palika Parishad Lakhimpur,AOC,Finance,Bid opening summary,Samra Saeed,02-Jun-2026 05:46 PM,,BOQ Comparative Chart,sanjay kumar,Internal,,Sanjay Kumar,24-Jun-2026 09:03 PM,finsummary_2145523.pdf (334.61 KB),1.0,6132621.0,RAMA ENTERPRISES,INR,"240,484.66",1,6132608,M/S DIVYA ENTERPRISES,20-May-2026 11:43 PM,Rejected-Finance,Highest Amount,24-Jun-2026 09:03 PM,Directorate of Local Bodies UP||Nagar Palika Parishad Lakhimpur Lakhimpur,2026_DOLBU_1146095_18,232/JANNIRMAN/MBL/2026-27 DATED 04.05.2026,Construction work of drain and CC road from Rohit house to Ram Chhavi Mishra house in Mohalla. Siktiha Swaroop Nagar.,24-Jun-2026,"INR 240,484.66",30.0,Sanjay Kumar,24-Jun-2026 09:05 PM,AOC18.pdf (294.00 KB),Technical,Bid opening summary,Sanjay Kumar,02-Jun-2026 11:16 AM,,sanjay kumar,Internal,,Sanjay Kumar,02-Jun-2026 11:55 AM,02-Jun-2026 12:00 PM,techsummary_2145523.pdf (154.63 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,6132621,RAMA ENTERPRISES,21-May-2026 10:54 AM,Accepted-AOC,Lowest amount,24-Jun-2026 09:05 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,3,6132881,RUBI ENTERPRISES,21-May-2026 08:42 AM,Rejected-Finance,Highest Amount,24-Jun-2026 09:03 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
