Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Stage
Finance,Open,Dinesh Prasad,13-Mar-2026 03:54 PM,,BOQ Comparative Chart,"Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1116008_1,1294/A.A.5/25-26,Improvement of park arround footpath work from ratanlal nagar shiv kripa Under Ward-34 Zone-5,1.0,5924251.0,M/s Shree hari construction,INR,"324,884",1,5910424,AKSHAVI CONSTRUCTION AND SUPPLIERS,22-Feb-2026 03:06 PM,Rejected-Finance,Lottery not Allot,19-Apr-2026 04:02 PM,15-May-2026,"INR 324,884",30.0,Dinesh Prasad,08-Jun-2026 01:10 PM,NIT2502.pdf (6130.00 KB),Municipal Commissioner SIR,Internal,,Dinesh Prasad,19-Apr-2026 03:57 PM,techsummary_2071430.pdf (565.80 KB),Municipal Commissioner SIR,Internal,,Dinesh Prasad,19-Apr-2026 04:02 PM,finsummary_2071430.pdf (565.80 KB),AOC,14-Feb-2026 09:00 AM,28-Feb-2026 04:00 PM,14-Feb-2026 09:00 AM,28-Feb-2026 03:00 PM,NA ,NA ,14-Feb-2026 09:00 AM,28-Feb-2026 03:00 PM,"Kanpur Municipal Corporation, Kanpur, UP",1294/A.A.5/25-26,2026_NNKAN_1116008_1,Yes,Open Tender,Fixed-rate,Works,1.0,No,No,Online,No,No,No,"38,222",No,percentage,10.0%,Nil,Nil,Improvement of park arround footpath work from ratanlal nagar shiv kripa Under Ward-34 Zone-5,Improvement of park arround footpath work from ratanlal nagar shiv kripa Under Ward-34 Zone-5,Please refer Tender documents. ,NA ,"3,82,216",Civil Works,NA ,Tender,30.0,30.0,Ward-34,208001.0,NA ,NA ,NA ,"Zonal Office Zone-5, Govind Nagar Kanpur Nagar.",No ,No,Chief Engineer,Motijheel Nagar Nigam Kanpur.,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Document Pending work Affidavit,590.0,Nil,Nil,No,1.0,Date Extinction,Date,,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,2,5916501,M/s aditya mishra,26-Feb-2026 10:06 AM,Rejected-Finance,Lottery not Allot,19-Apr-2026 04:02 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,"BOQ , rate to be filled by vender",,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,5924251,M/s Shree hari construction,28-Feb-2026 10:28 AM,Accepted-AOC,Agreement work complete,08-Jun-2026 01:10 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,5935286,NAVYA CONSTRUCTION,26-Feb-2026 10:38 PM,Rejected-Finance,Lottery not Allot,19-Apr-2026 04:02 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,5940226,PRISHA ENTERPRISES,28-Feb-2026 08:16 AM,Rejected-Finance,Lottery not Allot,19-Apr-2026 04:02 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,5933250,SHRI RAM ENTERPRISES,26-Feb-2026 02:54 PM,Rejected-Finance,Lottery not Allot,19-Apr-2026 04:02 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
