Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
12-Jun-2026,"INR 683,929",45.0,DIVAKAR BHASKAR,13-Jun-2026 06:42 PM,1132779awadh.pdf (340.00 KB),"Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1132779_1,1277/AA-2/25-26,Improvement of Road and Drain from H/O Kauslendra Singh To Sunil Gupta At Sajari Goa in ward 31 Zone02,1.0,6033436.0,M/s Awadh Builders,INR,"683,929",1,6033436,M/s Awadh Builders,06-Apr-2026 06:25 PM,Accepted-AOC,AOC,13-Jun-2026 06:42 PM,Finance,M/s Awadh Builders,DIVAKAR BHASKAR,05-May-2026 04:48 PM,,BOQ Comparative Chart,CE,Internal,,DIVAKAR BHASKAR,05-May-2026 04:58 PM,finsummary_2114331.pdf (194.18 KB),CE,Internal,,DIVAKAR BHASKAR,05-May-2026 04:50 PM,techsummary_2114331.pdf (194.18 KB),AOC,Improvement of Road and Drain from H/O Kauslendra Singh To Sunil Gupta At Sajari Goa in ward 31 Zone02,Improvement of Road and Drain from H/O Kauslendra Singh To Sunil Gupta At Sajari Goa in ward 31 Zone02,Please refer Tender documents. ,NA ,"9,49,454",Civil Works,NA ,Tender,90.0,45.0,zone 2,208007.0,NA ,NA ,NA ,"OFFICE OF THE CHIEF ENGINEER, KMC",No ,No,1.0,SBI Bank,"94,945",No,percentage,10.0%,Nil,Nil,"CHIEF ENGINEER, KMC",Motijheel,"1,180",Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Certificateofnon-pending5workasperthecontractonstamppaperofRs.100as perSerialNo.14oftenderconditions,"Kanpur Municipal Corporation, Kanpur, UP",1277/AA-2/25-26,2026_NNKAN_1132779_1,Yes,Open Tender,Fixed-rate,Works,1.0,No,No,Online,No,No,No,02-Apr-2026 06:00 PM,07-Apr-2026 04:00 PM,02-Apr-2026 06:00 PM,07-Apr-2026 03:00 PM,NA ,NA ,02-Apr-2026 06:00 PM,07-Apr-2026 03:00 PM,AOC
,,,,,,,,,,,,,,,2,6034783,SHREE BALAJI CONSTRUCTION,07-Apr-2026 02:50 PM,Rejected-Finance,L3,05-May-2026 04:58 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,6034730,SHRI SIDDHNATH CONSTRUCTION,07-Apr-2026 02:28 PM,Rejected-Finance,L2,05-May-2026 04:58 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
