Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
03-Jun-2026,"INR 56,975.97",10.0,Vinay Kumar Mishra,03-Jun-2026 05:23 PM,07.pdf (385.00 KB),1.0,6152223.0,s k construction,INR,"56,975.97",Directorate of Local Bodies UP||Nagar Palika Parishad Mubarakpur Azamgarh,2026_DOLBU_1150914_7,205/NNPMUBARAKPUR/2026-27 DT-20-05-2026,WORK NO 07,1.0,6151152.0,KRISHNA CONSTRUCTION,29-May-2026 12:31 PM,Rejected-Finance,L3,03-Jun-2026 11:14 AM,Technical,Send for Technical Evolution,Vinay Kumar Mishra,30-May-2026 05:21 PM,,MR SANJEEV OJHA,Internal,Vinay Kumar Mishra (EO) Shashikant Yadav (JE) Rajan Chaudhari (Lipik),Vinay Kumar Mishra,03-Jun-2026 11:14 AM,finsummary_2155603.pdf (336.01 KB),Finance,Three bidders participated in this tender all submitted for Financial Evaluation,Rajan haudhary,01-Jun-2026 10:52 AM,,BOQ Comparative Chart,MR SANJEEV OJHA,Internal,Vinay Kumar Mishra (EO) Shashikant Yadav (JE) Rajan Chaudhari (Lipik),Vinay Kumar Mishra,31-May-2026 01:24 PM,01-Jun-2026 09:00 AM,techsummary_2155603.pdf (260.84 KB),AOC,"5,703",No,percentage,10.0%,EO,MUBARAKPUR,20-May-2026 02:15 PM,30-May-2026 04:30 PM,20-May-2026 02:15 PM,30-May-2026 04:00 PM,NA ,NA ,20-May-2026 02:30 PM,30-May-2026 04:00 PM,01-Jun-2026 09:00 AM,67.0,EO,MUBARAKPUR,No,1,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Please Refer Tender Documents,WORK NO 07,WORK NO 07,Please refer Tender documents. ,NA ,"57,033",Civil Works,NA ,Tender,10.0,10.0,MUBARAKPUR,276404.0,NA ,NA ,NA ,NPP MUBARAKPUR,No ,No,EXCUTIVE OFFICER,NPP MUBARAKPUR,Directorate of Local Bodies UP||Nagar Palika Parishad Mubarakpur Azamgarh,205/NNPMUBARAKPUR/2026-27 DT-20-05-2026,2026_DOLBU_1150914_7,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,,,,,,,,,,,,2.0,6150918.0,RAM PRASAD YADAV,29-May-2026 11:22 AM,Rejected-Finance,L1,03-Jun-2026 11:14 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3.0,6152223.0,s k construction,29-May-2026 06:04 PM,Accepted-AOC,L1,03-Jun-2026 05:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
