S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE,07/SE RED Gorakhpur/Gorakhpur/26-27 Dt 02/04/2026,2026_REDUP_1145688_45,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,SE RED Gorakhpur Circle,"SE RED Gorakhpur Circle, Daudpur, Canal Road, (Durga Mandir Compound), Post-Shivpuri, Gorakhpur","2,714",Nil,Nil,No,"1,17,660",No,percentage,2.0%,Nil,Nil,"Under District Gorakhpur, Construction of Road from Amghat bridge to Garediya Tola in block Brahmapur Gram Panchayat-Vishwanathpur, Lot No 45","Under District Gorakhpur, Construction of Road from Amghat bridge to Garediya Tola in block Brahmapur Gram Panchayat-Vishwanathpur, Lot No 45",Please refer Tender documents. ,NA ,"58,83,000",Civil Works,NA ,Tender,90.0,NA ,Gorakhpur,273001.0,SE RED Gorakhpur Circle ,"SE RED Gorakhpur Circle, Daudpur, Canal Road, (Durga Mandir Compound), Post-Shivpuri, Gorakhpur ",11-May-2026 11:00 AM ,SE RED Gorakhpur Circle,No ,No,06-May-2026 11:00 AM,19-May-2026 12:30 PM,06-May-2026 11:00 AM,18-May-2026 12:00 PM,NA ,NA ,06-May-2026 11:00 AM,18-May-2026 12:00 PM,28-May-2026 12:00 PM,AOC,Finance,Summary,Dileep Shukla,29-May-2026 04:47 PM,,BOQ Comparative Chart,Er D K Shukla SE RED GORAKHPUR CIRCLE,Internal,,Dileep Shukla,24-Jun-2026 10:02 AM,finsummary_2141989.pdf (1356.29 KB),1.0,6120874.0,M/S OM TRADERS,INR,"6,871,790.26",1,6120874,M/S OM TRADERS,16-May-2026 05:18 PM,Accepted-AOC,AOC,24-Jun-2026 10:44 AM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE,2026_REDUP_1145688_45,07/SE RED Gorakhpur/Gorakhpur/26-27 Dt 02/04/2026,"Under District Gorakhpur, Construction of Road from Amghat bridge to Garediya Tola in block Brahmapur Gram Panchayat-Vishwanathpur, Lot No 45",Er D K Shukla SE RED Gorakhpur Circle,Internal,"Er D K Shukla SE RED GORAKHPUR CIRCLE, Er Vivek Priya EE RED Gorakhpur, Er P K Bharti EE RED Maharajganj, Mr Katyayani Prasad DAO RED Gorakhpur",Dileep Shukla,24-May-2026 03:30 PM,28-May-2026 12:00 PM,techsummary_2141989.pdf (1721.27 KB),24-Jun-2026,"INR 6,871,790.26",180.0,Dileep Shukla,24-Jun-2026 10:44 AM,07_45.pdf (1356.00 KB),Technical,Summary,Dileep Shukla,19-May-2026 04:32 PM,,AOC
,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Documents(BoQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,6120709,M/S VIPIN ASSOCIATES,16-May-2026 04:10 PM,Rejected-Finance,Rejected,24-Jun-2026 10:02 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
