Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Er Neeraj Kumar EE RED Jaunpur,Internal,"Er Neeraj Kumar EE RED Jaunpur, Er Maya Shankar AE RED Jaunpur, Er Alok Kumar AE RED Jaunpur, Mr Jai Prakash DAO RED Jaunpur",Alok Kumar,26-May-2026 09:03 AM,01-Jun-2026 12:00 PM,techsummary_2129620.pdf (379.07 KB),Technical,Summary,Neeraj Kumar,20-May-2026 07:49 PM,,14-Jun-2026,"INR 2,953,297",90.0,JAI PRAKASH,14-Jun-2026 11:11 AM,2376_58.pdf (578.00 KB),1,6089726,SHIV SHANKAR DUBEY,07-May-2026 03:53 PM,Accepted-AOC,AOC,14-Jun-2026 11:11 AM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE JAUNPUR,2026_REDUP_1140200_58,2376/EE RED Jaunpur/25-26 Dt 30/03/2026,"Under District Jaunpur, Construction of Interlocking road from Tubewell of Bechan to pitch road via Thakur Basti in Gram Panchayat Malukpur under block Khutahan, Lot No 58",1.0,6089726.0,SHIV SHANKAR DUBEY,INR,"2,953,297",Finance,Summary,Neeraj Kumar,01-Jun-2026 07:06 PM,,BOQ Comparative Chart,Er Neeraj Kumar EE RED Jaunpur,Internal,,Neeraj Kumar,14-Jun-2026 10:09 AM,finsummary_2129620.pdf (578.85 KB),AOC,1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE JAUNPUR,2376/EE RED Jaunpur/25-26 Dt 30/03/2026,2026_REDUP_1140200_58,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"EE RED Jaunpur, Vikas Bhawan, Jaunpur","EE RED Jaunpur, Vikas Bhawan, Jaunpur","50,060",No,percentage,2.0%,Nil,Nil,1.0,DATE EXTENDED,Date,,944.0,Nil,Nil,No,"Under District Jaunpur, Construction of Interlocking road from Tubewell of Bechan to pitch road via Thakur Basti in Gram Panchayat Malukpur under block Khutahan, Lot No 58","Under District Jaunpur, Construction of Interlocking road from Tubewell of Bechan to pitch road via Thakur Basti in Gram Panchayat Malukpur under block Khutahan, Lot No 58",Please refer Tender documents. ,NA ,"25,03,000",Civil Works,NA ,Tender,90.0,90.0,Jaunpur,222001.0,"EE RED Jaunpur, Vikas Bhawan, Jaunpur ","EE RED Jaunpur, Vikas Bhawan, Jaunpur ",24-Apr-2026 11:00 AM ,"EE RED Jaunpur, Vikas Bhawan, Jaunpur",No ,No,1.0,SBI Bank,22-Apr-2026 06:00 PM,20-May-2026 12:30 PM,22-Apr-2026 06:00 PM,20-May-2026 12:00 PM,NA ,NA ,22-Apr-2026 06:00 PM,20-May-2026 12:00 PM,01-Jun-2026 12:00 PM,AOC
,,,,,,,,,,,,,,,,,,2,6089912,SHUBH CONSTRUCTION,07-May-2026 06:33 PM,Rejected-Finance,Rejected,14-Jun-2026 10:09 AM,,,,,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,Financial Documents(BoQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
