S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE SAHARANPUR CIRCLE||EE SAHARANPUR,18/RED/cashier/26-27 dt 04-04-2026,2026_REDUP_1143735_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Executive Engineer,EE red saharanpur vikas bhawan delhi road saharanpur,854.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Technical bids,"54,000",No,fixed,,Nil,Nil,30-Apr-2026 10:00 AM,06-May-2026 12:30 PM,30-Apr-2026 10:00 AM,06-May-2026 12:00 PM,NA ,NA ,30-Apr-2026 10:00 AM,06-May-2026 12:00 PM,20-May-2026 01:00 PM,NAGAR KSHETRA SAHARANPUR KE WARD 21 KAPIL VIHAAR ME HARVEER KE MAKAAN SE RAMVEER VAI Dr.S.P.SINGH KE MAKAAN SE HOTE HUE EK SAMBANDHIT GALI SAHIT ANIL KE MAKAAN TAK C.C.ROAD VAI NALI NIRMAAN KARYA,NAGAR KSHETRA SAHARANPUR KE WARD 21 KAPIL VIHAAR ME HARVEER KE MAKAAN SE RAMVEER VAI Dr.S.P.SINGH KE MAKAAN SE HOTE HUE EK SAMBANDHIT GALI SAHIT ANIL KE MAKAAN TAK C.C.ROAD VAI NALI NIRMAAN KARYA,NAGAR KSHETRA SAHARANPUR KE WARD 21 KAPIL VIHAAR ME HARVEER KE MAKAAN SE RAMVEER VAI Dr.S.P.SINGH KE MAKAAN SE HOTE HUE EK SAMBANDHIT GALI SAHIT ANIL KE MAKAAN TAK C.C.ROAD VAI NALI NIRMAAN KARYA ,NA ,"27,00,000",Civil Works,NA ,Tender,90.0,90.0,EE red saharanpur,247001.0,EE red saharanpur vikas bhawan delhi road saharanp ,EE red saharanpur vikas bhawan delhi road saharanpur  ,02-May-2026 12:00 PM ,EE red saharanpur vikas bhawan delhi road saharanp,No ,No,AOC,Ravi,Internal,rajender kumar pavan kumar,Rajendra Kumar,20-May-2026 12:50 PM,20-May-2026 01:00 PM,techsummary_2136601.pdf (98.11 KB),Finance,ok,Rajendra Kumar,24-Jun-2026 03:57 PM,,BOQ Comparative Chart,Ravi,Internal,pavan kumar rajender kumar,Rajendra Kumar,24-Jun-2026 04:12 PM,finsummary_2136601.pdf (98.11 KB),Technical,admitted,Rajendra Kumar,20-May-2026 12:16 PM,,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE SAHARANPUR CIRCLE||EE SAHARANPUR,2026_REDUP_1143735_4,18/RED/cashier/26-27 dt 04-04-2026,NAGAR KSHETRA SAHARANPUR KE WARD 21 KAPIL VIHAAR ME HARVEER KE MAKAAN SE RAMVEER VAI Dr.S.P.SINGH KE MAKAAN SE HOTE HUE EK SAMBANDHIT GALI SAHIT ANIL KE MAKAAN TAK C.C.ROAD VAI NALI NIRMAAN KARYA,1.0,6087372.0,Manoj Kumar Contractor,INR,"2,652,533",1.0,6087372.0,Manoj Kumar Contractor,04-May-2026 08:33 PM,Accepted-AOC,ok,24-Jun-2026 04:15 PM,24-Jun-2026,"INR 2,652,533",90.0,Rajendra Kumar,24-Jun-2026 04:14 PM,dd.pdf (98.00 KB),ok,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,fess end emd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6091485.0,M/S AFZAL AHMAD CONTRACTOR,05-May-2026 07:13 PM,Rejected-Finance,L2,24-Jun-2026 04:12 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,as per BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
