Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Stage
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Faizabad II,2026_UPRNS_1138446_2,19/UPRNSS/E-TENDER/2026-27 Date 15.04.2026,"REPAIR AND RENOVATON OF MEDICAL COLLEGE TILOI, DISTRICT-AMETHI(U.P.)",1.0,6123319.0,M/S RUDRA CONSTRUCTIONS,INR,"6,738,652",1,6121559,AMETHI CONSTRUCTION,17-May-2026 10:03 AM,Rejected-Technical,TECHNICAL NOT QUALIFIED,26-May-2026 03:09 PM,02-Jun-2026,"INR 6,738,652",365.0,SATYENDRA SINGH VISHEN,10-Jun-2026 11:45 AM,1138446.pdf (760.00 KB),TENDER AWARDED TO M/S RUDRA CONSTRUCTIONS,JITENDRA BAHADUR SINGH(S.E.),Internal,"SATYENDRA SINGH VISEN(EE), ARUNENDRA KUMAR SINGH (EE), ANAVIL SINGH(AE), ANIL KUMAR(JE), VIJAY BAHADUR SINGH(ACCTT.)",SATYENDRA SINGH VISHEN,02-Jun-2026 10:20 AM,finsummary_2147261.pdf (291.36 KB),Technical,03 BIDS ARE ADMITTED,SATYENDRA SINGH VISHEN,26-May-2026 03:07 PM,,JITENDRA BAHADUR SINGH(S.E.),Internal,"SATYENDRA SINGH VISEN(EE), ARUNENDRA KUMAR SINGH (EE), ANAVIL SINGH(AE), ANIL KUMAR(JE), VIJAY BAHADUR SINGH(ACCTT.)",SATYENDRA SINGH VISHEN,26-May-2026 03:09 PM,26-May-2026 03:20 PM,techsummary_2147261.pdf (573.25 KB),Finance,FINANCE,SATYENDRA SINGH VISHEN,26-May-2026 03:43 PM,,BOQ Comparative Chart,AOC,SUPERINTENDING ENGINEER LUCKNOW ZONE,"UPRNSS, 4/612, Sector-4, Gomti Nagar Vistar, Lucknow","REPAIR AND RENOVATON OF MEDICAL COLLEGE TILOI, DISTRICT-AMETHI(U.P.)",SEE IN TECHNICAL BOQ,Please refer Tender documents. ,NA ,"67,40,000",Repair and Maintenance Works,NA ,Tender,90.0,365.0,AMETHI,227405.0,NA ,NA ,NA ,LUCKNOW,No ,No,"5,900",UTTAR PRADESH RAJYA NIRMAN SAHKARI SANGH LTD.,SULTANPUR,No,"1,35,000",No,fixed,,"EXECUTIVE ENGINEER, UPRNSS UNIT SULTANPUR",SULTANPUR,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Faizabad II,19/UPRNSS/E-TENDER/2026-27 Date 15.04.2026,2026_UPRNS_1138446_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,12-May-2026 11:00 AM,18-May-2026 03:00 PM,12-May-2026 11:00 AM,18-May-2026 01:00 PM,NA ,NA ,12-May-2026 11:00 AM,18-May-2026 01:00 PM,26-May-2026 03:20 PM,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL BID,1,BG - Bank Guarantee,AOC
,,,,,,,,,2,6123319,M/S RUDRA CONSTRUCTIONS,18-May-2026 05:37 AM,Accepted-AOC,Due to Low Rate Quoted,10-Jun-2026 11:45 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,2,FDR - Fixed Deposit,AOC
,,,,,,,,,3,6123906,PASHUPATI CONSTRUCTION,18-May-2026 11:32 AM,Rejected-AOC,Due to High Rate Quoted,10-Jun-2026 11:45 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,AOC
