S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
1.0,6065315.0,S.S.ISHU CONSTRUCTION COMPANY,23-Apr-2026 10:29 PM,Accepted-AOC,L1,25-Jun-2026 04:27 PM,"Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1136569_2,770/A.A.3/25-26,Imp. Repairing of Sulabh Shauchalay from Chalish Dukan and Musical Fountain in Ward 100 Zone 03,1.0,6065315.0,S.S.ISHU CONSTRUCTION COMPANY,INR,"239,904",25-Jun-2026,"INR 239,904",30.0,RAJESH KUMAR,25-Jun-2026 04:27 PM,770.pdf (550.00 KB),Work order,Finance,Tender Open,RAM KUMAR TIWARI,24-Apr-2026 05:10 PM,finance_2128779.pdf,BOQ Comparative Chart,C.E.,Internal,,RAJESH KUMAR,25-Jun-2026 04:25 PM,finsummary_2128779.pdf (550.20 KB),C.E.,Internal,,RAJESH KUMAR,25-Jun-2026 04:22 PM,techsummary_2128779.pdf (550.20 KB),AOC,C.E.3,Zone 3,"28,224",No,percentage,10.0%,Nil,Nil,"Kanpur Municipal Corporation, Kanpur, UP",770/A.A.3/25-26,2026_NNKAN_1136569_2,Yes,Open Tender,Fixed-rate,Works,1.0,No,No,Online,No,No,No,1.0,SBI Bank,590.0,Nil,Nil,No,21-Apr-2026 06:00 PM,24-Apr-2026 04:00 PM,21-Apr-2026 06:00 PM,24-Apr-2026 03:00 PM,NA ,NA ,21-Apr-2026 06:00 PM,24-Apr-2026 03:00 PM,Imp. Repairing of Sulabh Shauchalay from Chalish Dukan and Musical Fountain in Ward 100 Zone 03,Imp. Repairing of Sulabh Shauchalay from Chalish Dukan and Musical Fountain in Ward 100 Zone 03,Please refer Tender documents. ,NA ,"2,82,240",Civil Works,NA ,Tender,30.0,NA ,Imp. Repairing of Sulabh Shauchalay from Chalish,208040.0,NA ,NA ,NA ,C.E.3,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,xls,AOC
