Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
MR SANJEEV OJHA,Internal,Vinay Kumar Mishra (EO) Ghulam Jeelani (JE) Rajan Chaudhari (Lipik),Vinay Kumar Mishra,18-May-2026 11:55 AM,18-May-2026 01:00 PM,techsummary_2123127.pdf (329.64 KB),Technical,Three bidders participated in this tender all submitted for technical evaluation,Vinay Kumar Mishra,12-May-2026 07:25 PM,,19-May-2026,"INR 127,006.79",60.0,Vinay Kumar Mishra,03-Jun-2026 07:55 PM,11.pdf (355.00 KB),Directorate of Local Bodies UP||Nagar Palika Parishad Mubarakpur Azamgarh,2026_DOLBU_1136955_11,37/NNPMUBARAKPUR/2026-27 DT-13-04-2026,WORK NO 11,1.0,6089370.0,faruqi construction,05-May-2026 04:12 PM,Rejected-Finance,L3,19-May-2026 09:24 PM,1.0,6085738.0,RAM PRASAD YADAV,INR,"127,006.79",MR SANJEEV OJHA,Internal,Vinay Kumar Mishra (EO) Ghulam Jeelani (JE) Rajan Chaudhari (Lipik),Vinay Kumar Mishra,19-May-2026 09:24 PM,finsummary_2123127.pdf (182.24 KB),Finance,Send for Financial Evolution,Vinay Kumar Mishra,18-May-2026 04:04 PM,,BOQ Comparative Chart,AOC,Directorate of Local Bodies UP||Nagar Palika Parishad Mubarakpur Azamgarh,37/NNPMUBARAKPUR/2026-27 DT-13-04-2026,2026_DOLBU_1136955_11,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,EXCUTIVE OFFICER,NPP MUBARAKPUR,1.0,Fee/PreQual/Technical,.pdf,Please refer tender documents,1,DD - Demand Draft,WORK NO 11,WORK NO 11,Please refer Tender documents. ,NA ,"1,29,269",Civil Works,NA ,Tender,60.0,60.0,MUBARAKPUR,276404.0,NA ,NA ,NA ,NPP MUBARAKPUR,No ,No,"12,927",No,percentage,10.0%,EO,MUBARAKPUR,15-Apr-2026 12:00 PM,07-May-2026 04:30 PM,15-Apr-2026 12:15 PM,06-May-2026 04:00 PM,NA ,NA ,15-Apr-2026 12:30 PM,06-May-2026 04:00 PM,18-May-2026 01:00 PM,152.0,EO,MUBARAKPUR,No,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,6086694.0,KRISHNA CONSTRUCTION,05-May-2026 09:03 AM,Rejected-Finance,L2,19-May-2026 09:24 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3.0,6085738.0,RAM PRASAD YADAV,04-May-2026 01:17 PM,Accepted-AOC,L1,03-Jun-2026 07:55 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
