Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
SUPRINTENDING ENGINEER,Near Jahanvi Hotel Putlighar Mirzapur,06-May-2026 04:00 PM,23-May-2026 12:30 PM,06-May-2026 04:00 PM,22-May-2026 12:00 PM,NA ,NA ,06-May-2026 04:00 PM,22-May-2026 12:00 PM,02-Jun-2026 12:00 PM,VIKASH KHAND PADHI ME S H G CENTRE KA NIRMAN KARYA,VIKASH KHAND PADHI ME S H G CENTRE KA NIRMAN KARYA,Please refer Tender documents. ,NA ,"42,10,000",Civil Works,NA ,Tender,90.0,90.0,Mirzapur,231001.0,NA ,NA ,NA ,SUPERINTENDING ENGINEER RURAL ENGINEERING DEPARTME,No ,No,"85,000",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,sbd,1.0,date,Date,,1.0,SBI Bank,"3,135",Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE MIRZAPUR,23/RED/Tender/2026-27 Dated 07-04-2026,2026_REDUP_1145859_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,SE,Internal,EEDAO,Pooja Rani,17-Jun-2026 02:36 PM,finsummary_2142334.pdf (22.36 KB),Technical,tech,Lalita Verma,23-May-2026 03:46 PM,,EE,Internal,DAOAE,Vimal Kumar,30-May-2026 02:13 PM,02-Jun-2026 12:00 PM,techsummary_2142334.pdf (306.58 KB),Finance,finan,Pooja Rani,05-Jun-2026 03:34 PM,,BOQ Comparative Chart,1,6133383,M/S SATYA PRAKASH SINGH CONSTRUCTION CO,21-May-2026 12:43 PM,Rejected-Finance,l2,17-Jun-2026 02:36 PM,1.0,6132879.0,UMESH CHANDRA MISHRA,INR,"4,991,203",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE MIRZAPUR,2026_REDUP_1145859_1,23/RED/Tender/2026-27 Dated 07-04-2026,VIKASH KHAND PADHI ME S H G CENTRE KA NIRMAN KARYA,17-Jun-2026,"INR 4,991,203",90.0,Pooja Rani,17-Jun-2026 02:38 PM,SHG.pdf (455.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6132879,UMESH CHANDRA MISHRA,21-May-2026 09:19 AM,Accepted-AOC,AOc,17-Jun-2026 02:38 PM,,,,,,,,,,,,,,,,AOC
