Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage
Er Munesh Kumar Lodhi EE RED Ayodhya,Internal,"Er Munesh Kumar Lodhi EE RED Ayodhya, Er M K Singh AE RED Ayodhya, Mr Harendra Kumar DAO RED Ayodhya",Mahendra Kumar,28-Feb-2026 09:40 AM,06-Mar-2026 12:00 PM,techsummary_2062688.pdf (8026.28 KB),Technical,Summary,Munesh Kumar Lodhi,18-Feb-2026 09:22 PM,,27-Jun-2026,"INR 1,893,843",90.0,Munesh Kumar Lodhi,27-Jun-2026 10:02 AM,4404_15.pdf (1072.00 KB),1,5868331,SAVITRI DEVI CONTRACTOR,13-Feb-2026 03:50 PM,Accepted-AOC,AOC,27-Jun-2026 10:02 AM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE FAIZABAD,2026_REDUP_1113578_15,4404/EE RED Ayodhya/25-26 Dt 06/01/2026,"Under District Ayodhya, Construction of CC road from Madhupur Minor to the house of Vanshilal Yadav via Arjun Yadav house in Gram Sabha Abanpur Saroha, Lot No 15",1.0,5868331.0,SAVITRI DEVI CONTRACTOR,INR,"1,893,843",Er M K Lodhi EE RED Ayodhya,Internal,,Munesh Kumar Lodhi,27-Jun-2026 10:01 AM,finsummary_2062688.pdf (1071.50 KB),Finance,Summary,Munesh Kumar Lodhi,09-Mar-2026 02:14 PM,,BOQ Comparative Chart,AOC,"Under District Ayodhya, Construction of CC road from Madhupur Minor to the house of Vanshilal Yadav via Arjun Yadav house in Gram Sabha Abanpur Saroha, Lot No 15","Under District Ayodhya, Construction of CC road from Madhupur Minor to the house of Vanshilal Yadav via Arjun Yadav house in Gram Sabha Abanpur Saroha, Lot No 15",Please refer Tender documents. ,NA ,"16,07,000",Civil Works,NA ,Tender,90.0,90.0,AYODHYA,224001.0,"EE RED Ayodhya, Vikas Bhawan, Ayodhya ","EE RED Ayodhya, Vikas Bhawan, Ayodhya  ",10-Feb-2026 11:00 AM ,"EE RED Ayodhya, Vikas Bhawan, Ayodhya",No ,No,"EE RED Ayodhya, Vikas Bhawan, Ayodhya","EE RED Ayodhya, Vikas Bhawan, Ayodhya","1,180",Nil,Nil,No,08-Feb-2026 04:00 PM,17-Feb-2026 03:00 PM,08-Feb-2026 04:00 PM,17-Feb-2026 12:00 PM,NA ,NA ,08-Feb-2026 04:00 PM,17-Feb-2026 12:00 PM,06-Mar-2026 12:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE FAIZABAD,4404/EE RED Ayodhya/25-26 Dt 06/01/2026,2026_REDUP_1113578_15,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,Fees and Technical Documents,"32,140",No,percentage,2.0%,Nil,Nil,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,,,2,5868334,SHOBHA CONSTRUCTION,13-Feb-2026 03:51 PM,Rejected-Finance,Rejected,27-Jun-2026 10:01 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Documents(BoQ),,,,,,,,,AOC
