S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,TENDERNOTICE,EO NPP DEORIA,NPP DEORIA,"1,63,644",No,fixed,,Nil,Nil,"2,430",Nil,Nil,No,28-Feb-2026 11:00 AM,25-Mar-2026 03:00 PM,28-Feb-2026 11:00 AM,24-Mar-2026 03:00 PM,NA ,NA ,28-Feb-2026 11:00 AM,24-Mar-2026 03:00 PM,23-Apr-2026 04:45 PM,WARD NO.33 ME BHAGAT SINGH CHAURAHA SE DR. SATISH CHANDRA SHRIVASTAV TAK INTERLOCKING PATRI NIRMAN AV NALI MARMMAT KARYA,WARD NO.33 ME BHAGAT SINGH CHAURAHA SE DR. SATISH CHANDRA SHRIVASTAV TAK INTERLOCKING PATRI NIRMAN AV NALI MARMMAT KARYA,Please refer Tender documents. ,NA ,"16,36,442",Civil Works,NA ,Tender,90.0,90.0,NPP DEORIA,274001.0,NA ,NA ,NA ,NPP DEORIA,No ,No,Directorate of Local Bodies UP||Nagar Palika Parishad Deoria Deoria,Ref.4222/Ni.Vi.-25-26/Deoria Dated 25-02-2026,2026_DOLBU_1120164_277,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,1,6003064,M/s Abhay Kumar Srivastava,24-Mar-2026 12:17 PM,Rejected-Finance,L2,24-Apr-2026 08:32 PM,1.0,6002637.0,M/S VIKRANT SINGH,INR,"1,628,096",Directorate of Local Bodies UP||Nagar Palika Parishad Deoria Deoria,2026_DOLBU_1120164_277,Ref.4222/Ni.Vi.-25-26/Deoria Dated 25-02-2026,WARD NO.33 ME BHAGAT SINGH CHAURAHA SE DR. SATISH CHANDRA SHRIVASTAV TAK INTERLOCKING PATRI NIRMAN AV NALI MARMMAT KARYA,Technical,TECHNICAL BID OPENED,Sanjay kumar Tiwari,22-Apr-2026 03:17 PM,,"SANJAY KUMAR TIWARI, JAI RAM YADAV, POOJA, PURSHOTTAM SINGH",Internal,"EO,AE,JE,AC",Jai Ram Yadav,23-Apr-2026 04:38 PM,23-Apr-2026 04:45 PM,techsummary_2085608.pdf (487.59 KB),"SANJAY KUMAR TIWARI, JAI RAM YADAV, POOJA, PURSHOTTAM SINGH",Internal,"EO,AE,JE,AC",Poo Ja,24-Apr-2026 08:32 PM,finsummary_2085608.pdf (95.71 KB),05-Jun-2026,"INR 1,628,096",90.0,Sanjay kumar Tiwari,11-Jun-2026 12:57 PM,Doc1.pdf (490.00 KB),Finance,FINANCIAL BID OPENED,Sanjay kumar Tiwari,24-Apr-2026 10:37 AM,,BOQ Comparative Chart,AOC
,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,6003166,M/S SHIV SHAKTI CONSTRUCTION,24-Mar-2026 12:47 PM,Rejected-Finance,L3,24-Apr-2026 08:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,6002637,M/S VIKRANT SINGH,24-Mar-2026 10:52 AM,Accepted-AOC,L1,11-Jun-2026 12:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
