S.No,Instrument Type,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1,SS - Small Savings Instrument,EO Khutar,Nagar Panchayat Khutar,27-Apr-2026 09:00 AM,12-May-2026 11:00 AM,27-Apr-2026 09:00 AM,11-May-2026 05:00 PM,NA ,NA ,27-Apr-2026 09:00 AM,11-May-2026 05:00 PM,26-May-2026 02:20 PM,"14,434",No,fixed,,EO,Khutar,1.0,Extantion Date,Date,,1.0,Fee/PreQual/Technical,.pdf,nit,Directorate of Local Bodies UP||Nagar Panchayat Khutar Shahjahanpur,399/NPK/2026-27Dt-24-04-2026,2026_DOLBU_1142122_8,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,826.0,EO,Khutar,No,Np Khutar ke MRF Center ke Parisar me Poorav Side Teen Shade va Soling Nirman Karya.,Np Khutar ke MRF Center ke Parisar me Poorav Side Teen Shade va Soling Nirman Karya.,Please refer Tender documents. ,NA ,"7,21,712",Civil Works,NA ,Tender,90.0,NA ,NP Khutar,242405.0,NA ,NA ,NA ,NP Khutar,No ,No,AOC,KalpanaSharma,Internal,AnilSinghShyamsundar,Kalpana Sharma,26-May-2026 05:15 PM,finsummary_2133286.pdf (1055.58 KB),Technical,pdf,Kalpana Sharma,26-May-2026 01:14 PM,technical_2133286.pdf,KalpanaSharma,Internal,AnilsinghShyamsundar,Kalpana Sharma,26-May-2026 02:16 PM,26-May-2026 02:20 PM,techsummary_2133286.pdf (1081.36 KB),Finance,pdf,Kalpana Sharma,26-May-2026 04:14 PM,finance_2133286.pdf,BOQ Comparative Chart,1.0,6106270.0,MADHAV CONSTRUCTION,11-May-2026 02:26 PM,Rejected-Finance,0.10 Below Rate,26-May-2026 05:15 PM,1.0,6106800.0,TEJAS ENTERPRISES,INR,"720,268.9",Directorate of Local Bodies UP||Nagar Panchayat Khutar Shahjahanpur,2026_DOLBU_1142122_8,399/NPK/2026-27Dt-24-04-2026,Np Khutar ke MRF Center ke Parisar me Poorav Side Teen Shade va Soling Nirman Karya.,06-Jun-2026,"INR 720,268.9",60.0,Kalpana Sharma,09-Jun-2026 12:41 PM,wk08.pdf (125.00 KB),Work Order,AOC
2,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6106458.0,ramprakash,11-May-2026 02:27 PM,Rejected-Finance,0.50 Above Rate,26-May-2026 05:15 PM,,,,,,,,,,,,,,,,,AOC
3,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6106800.0,TEJAS ENTERPRISES,11-May-2026 03:33 PM,Accepted-AOC,0.20 Percent Below Rate,09-Jun-2026 12:41 PM,,,,,,,,,,,,,,,,,AOC
4,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
