Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
23-Jun-2026,"INR 1,272,648.14",90.0,Yogesh Kumar,23-Jun-2026 01:27 PM,1630_27.pdf (408.00 KB),Technical,Summary,Shailendra Chaudhary,15-Apr-2026 08:06 PM,,"Er Shailendra Chaudhary EE RED Ambedkarnagar,",Internal,"Er Shailendra Chaudhary EE RED Ambedkarnagar, Er Yogesh Kumar AE RED Ambedkarnagar, Mr Anand Swaroop Yadav DAO RED Ambedkarnagar",ANAND SWAROOP YADAV,26-Apr-2026 02:37 PM,04-May-2026 03:00 PM,techsummary_2118788.pdf (353.84 KB),Er Gyanendra Kumar SE RED Lucknow Circle,Internal,,Yogesh Kumar,23-Jun-2026 12:50 PM,finsummary_2118788.pdf (408.26 KB),Finance,Summary,Shailendra Chaudhary,11-May-2026 09:47 PM,,BOQ Comparative Chart,1.0,6046486.0,M/S MAHAKAL CONSTRUCTION,INR,"1,272,648.14",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE AMBEDKAR NAGAR,2026_REDUP_1134857_27,1630/EE RED Ambedkarnagar/25-26 Dt 24/02/2026,"Under District Ambedkarnagar, Construction of Road from leading Pitch Road to Panchayat Bhawan in Kotupur of village Bajdahiya Paipur, Lot No 27",1,6046486,M/S MAHAKAL CONSTRUCTION,14-Apr-2026 04:15 PM,Accepted-AOC,AOC,23-Jun-2026 01:27 PM,AOC,"21,660",No,percentage,2.0%,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE AMBEDKAR NAGAR,1630/EE RED Ambedkarnagar/25-26 Dt 24/02/2026,2026_REDUP_1134857_27,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Under District Ambedkarnagar, Construction of Road from leading Pitch Road to Panchayat Bhawan in Kotupur of village Bajdahiya Paipur, Lot No 27","Under District Ambedkarnagar, Construction of Road from leading Pitch Road to Panchayat Bhawan in Kotupur of village Bajdahiya Paipur, Lot No 27",Please refer Tender documents. ,NA ,"10,83,000",Civil Works,NA ,Tender,90.0,90.0,Ambedkarnagar,224001.0,"EE RED Ayodhya, Vikas Bhawan, Ayodhya ","EE RED Ambedkarnagar, Vikas Bhawan, Ambedkarnagar  ",13-Apr-2026 11:00 AM ,"EE RED Ayodhya, Vikas Bhawan, Ayodhya",No ,No,09-Apr-2026 12:00 PM,15-Apr-2026 03:00 PM,09-Apr-2026 12:00 PM,15-Apr-2026 12:00 PM,NA ,NA ,09-Apr-2026 12:00 PM,15-Apr-2026 12:00 PM,04-May-2026 03:00 PM,767.0,Nil,Nil,No,1.0,SBI Bank,"EE RED Ayodhya, Vikas Bhawan, Ayodhya","EE RED Ambedkarnagar, Vikas Bhawan, Ambedkarnagar",1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6046517,M/S SHOBH NATH VERMA,14-Apr-2026 04:28 PM,Rejected-Finance,Rejected,23-Jun-2026 12:50 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Documents(BoQ),AOC
