Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
12-Jun-2026,"INR 715,955",45.0,DIVAKAR BHASKAR,13-Jun-2026 06:38 PM,1132558purvi.pdf (389.00 KB),"Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1132558_1,1445/AA-2/25-26,Improvement of Road by Road By I/L Tiles From H/O Mukesh To H/O Chhedilal in New Ajad Nagar ward46 under Zone02,1.0,6034463.0,M/s PURVI ENTERPRISES,INR,"715,955",1,6034190,KANCHAN INFRA CONSTRUCTION,07-Apr-2026 10:06 AM,Rejected-Technical,not in lottery,27-Apr-2026 02:55 PM,Finance,L1 in lottery,DIVAKAR BHASKAR,27-Apr-2026 02:40 PM,,BOQ Comparative Chart,CE,Internal,,DIVAKAR BHASKAR,11-May-2026 05:53 PM,finsummary_2113861.pdf (642.57 KB),CE,Internal,,DIVAKAR BHASKAR,27-Apr-2026 02:55 PM,techsummary_2113861.pdf (194.18 KB),AOC,"99,391",No,percentage,10.0%,Nil,Nil,C.E.,MOtijheel,1.0,SBI Bank,Improvement of Road by Road By I/L Tiles From H/O Mukesh To H/O Chhedilal in New Ajad Nagar ward46 under Zone02,Improvement of Road by Road By I/L Tiles From H/O Mukesh To H/O Chhedilal in New Ajad Nagar ward46 under Zone02,Please refer Tender documents. ,NA ,"9,93,914",Civil Works,NA ,Tender,90.0,45.0,Zone02,208007.0,NA ,NA ,NA ,MotiJheel Kanpur,No ,No,"1,180",Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Certificateofnon-pending5workasperthecontractonstamppaperofRs.100as perSerialNo.14oftenderconditions,"Kanpur Municipal Corporation, Kanpur, UP",1445/AA-2/25-26,2026_NNKAN_1132558_1,Yes,Open Tender,Fixed-rate,Works,1.0,No,No,Online,No,No,No,02-Apr-2026 04:00 PM,07-Apr-2026 04:00 PM,02-Apr-2026 04:00 PM,07-Apr-2026 03:00 PM,NA ,NA ,02-Apr-2026 04:00 PM,07-Apr-2026 03:00 PM,AOC
,,,,,,,,,,,,,,,2,6034471,MISHRA CONSTRUCTION,07-Apr-2026 12:19 PM,Rejected-Technical,not in lottery,27-Apr-2026 02:55 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,6033471,M/s Awadh Builders,06-Apr-2026 06:43 PM,Rejected-Finance,L1,11-May-2026 05:53 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,6034739,M/S Maa Bhagwati construction and supllier,07-Apr-2026 02:25 PM,Rejected-Finance,L1,11-May-2026 05:53 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,6034463,M/s PURVI ENTERPRISES,07-Apr-2026 12:10 PM,Accepted-AOC,aoc,13-Jun-2026 06:38 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,6034429,SHIV TRADING COMPANY,07-Apr-2026 11:55 AM,Rejected-Finance,L1,11-May-2026 05:53 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,6030483,SHREE GIRIRAJ INDUSTRIES,05-Apr-2026 05:14 PM,Rejected-Finance,L1,11-May-2026 05:53 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,8,6034466,SHRI RAM CONSTRUCTION AND SUPPLIER,07-Apr-2026 12:44 PM,Rejected-Finance,L1,11-May-2026 05:53 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,9,6033919,USHA BUILDCON & INFRASTRUCTURE,07-Apr-2026 01:19 AM,Rejected-Finance,L1,11-May-2026 05:53 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
