Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,Tender Stage
Er Narendra Chaudhry,Internal,,Narendra chaudhary,22-May-2026 02:47 PM,22-May-2026 02:50 PM,techsummary_2134578.pdf (465.65 KB),Technical,Summary,Narendra chaudhary,22-May-2026 02:35 PM,technical_2134578.pdf,20-Jun-2026,"INR 2,567,264.86",90.0,Narendra chaudhary,20-Jun-2026 02:14 PM,Lodhi0004.pdf (970.00 KB),l1,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,2026_REDUP_1142669_59,59/RED/Tender/Unnao/26-27 Dt-06-04-2026,Gram Baharurabujurg me Visram Lodhi ki Dukan se Sunder lal Rawat Hardev lal minder tak . Vikash Khand-Purwa,1,6082393,M/S LAKSHMI SHANKAR,02-May-2026 04:45 PM,Rejected-AOC,l2,20-Jun-2026 02:14 PM,1.0,6082046.0,M/S RAHUL PRATAP SINGH,INR,"2,567,264.86",Finance,Summary,Narendra chaudhary,20-Jun-2026 02:11 PM,finance_2134578.pdf,BOQ Comparative Chart,Er Narendra Chaudhry,Internal,,Narendra chaudhary,20-Jun-2026 02:12 PM,finsummary_2134578.pdf (970.10 KB),AOC,Gram Baharurabujurg me Visram Lodhi ki Dukan se Sunder lal Rawat Hardev lal minder tak . Vikash Khand-Purwa,Gram Baharurabujurg me Visram Lodhi ki Dukan se Sunder lal Rawat Hardev lal minder tak . Vikash Khand-Purwa,Plz Refer Doc ,NA ,"25,86,000",Civil Works,NA ,Tender,90.0,90.0,Unnao,209801.0,NA ,NA ,NA ,EE RED OFFICE UNNAO,No ,No,"2,384",Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,59/RED/Tender/Unnao/26-27 Dt-06-04-2026,2026_REDUP_1142669_59,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,"52,000",Yes,fixed,,Nil,Nil,28-Apr-2026 09:00 AM,04-May-2026 12:30 PM,28-Apr-2026 09:00 AM,04-May-2026 12:00 PM,NA ,NA ,28-Apr-2026 09:00 AM,04-May-2026 12:00 PM,22-May-2026 02:50 PM,Er Narendra Chaudhary,Vikas Bhawan Unnao,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,,,,,,,,2,6082046,M/S RAHUL PRATAP SINGH,02-May-2026 12:01 PM,Accepted-AOC,l1,20-Jun-2026 02:14 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,AOC
