S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
1.0,6156066.0,M/S ASHUTOSH PRIME CONSTRUCTION,INR,"47,799","U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XI Circle Irrigation Works, Faizabad||IDT, akbarpur",2026_UPIDC_1153207_6,154/AEIII/IDT/Tender/Dt. 18/05/26,Lot 03 Bhasda,1,6155432,CHANDRIKA PRASAD GENERAL ORDER SUPPLIER,30-May-2026 09:31 PM,Rejected-Finance,HIGHER RATE,23-Jun-2026 01:18 PM,23-Jun-2026,"INR 47,799",15.0,Anand Kumar Dubey,24-Jun-2026 12:12 PM,Bhasda.pdf (315.00 KB),Contractor M/s Ashutosh Prime Construction has quoted the lowest rate after qualifying the technical and financial bids therfore the contract is awarded to him,Anand Kumar Dubey AEIII,Internal,Assistant Engineer IIIrd and Assistant Engineer IInd,Anand Kumar Dubey,02-Jun-2026 03:08 PM,02-Jun-2026 03:30 PM,techsummary_2160473.pdf (420.62 KB),Finance,Admitted for Financial Evaluation,Anand Kumar Dubey,02-Jun-2026 04:15 PM,,BOQ Comparative Chart,Anand Kumar Dubey AEIII,Internal,Anand kumar Dubey AEIII Sanjeev Sonkar AEI,Anand Kumar Dubey,23-Jun-2026 01:18 PM,finsummary_2160473.pdf (204.92 KB),Technical,All Bids Admitted,Anand Kumar Dubey,02-Jun-2026 02:48 PM,technical_2160473.pdf,AOC,Lot 03 Bhasda,Lot 03 Earth work in Clearance of Bhasda Drain from Km. 2.000 to Km. 0.000,Please refer Tender documents. ,NA ,,Civil Works - Others,Drain Clearance ,Rate Contract,90.0,15.0,Ambedkarnagar,224190.0,NA ,NA ,NA ,"Office of Assistant Engineer IIIrd, I.D.Tanda, Abn",No ,No,"9,600",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,NIT,25-May-2026 12:30 PM,01-Jun-2026 02:00 PM,25-May-2026 12:30 PM,01-Jun-2026 12:30 PM,NA ,NA ,25-May-2026 12:30 PM,01-Jun-2026 12:30 PM,02-Jun-2026 03:30 PM,259.0,Nil,Nil,No,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XI Circle Irrigation Works, Faizabad||IDT, akbarpur",154/AEIII/IDT/Tender/Dt. 18/05/26,2026_UPIDC_1153207_6,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Assistant Engineer III,"Office of Assistant Engineer IIIrd, Irrigation Division Tanda, Ambedkar Nagar",AOC
,,,,,,,,,2,6156612,M/S Asha Ram Verma Thekedar,31-May-2026 06:45 PM,Rejected-Finance,HIGHER RATE,23-Jun-2026 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,6156066,M/S ASHUTOSH PRIME CONSTRUCTION,31-May-2026 02:10 PM,Accepted-AOC,Ist Lowest,24-Jun-2026 12:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,6155220,M/S SURYANSH CONTRACTOR,01-Jun-2026 11:27 AM,Rejected-Finance,HIGHER RATE,23-Jun-2026 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,6156660,SHIV POOJAN VERMA,31-May-2026 05:35 PM,Rejected-Finance,HIGHER RATE,23-Jun-2026 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
