Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
29-Apr-2026,"INR 1,602,877",120.0,Arunendra Kumar Singh,22-Jun-2026 01:42 PM,1138424.pdf (241.00 KB),TENDER AWARDED TO M/S SUBEDAR SINGH CONTRACTOR,1.0,6060506.0,SUBEDAR SINGH CONTRACTOR,INR,"1,602,877",Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,2026_UPRNS_1138424_1,43/UPRNSS/E-TENDER/2026-27 DATE 13-04-2026,"REPAIR AND RENOVATION WORK OF BOUNDARYWALL AT GOVT. ITI NAWABGANJ, DISTT-BARABANKI(U.P.)",1.0,6060530.0,M/s Virendra Kumar Singh,21-Apr-2026 08:05 AM,Rejected-AOC,Due to High Rate Quoted,22-Jun-2026 01:42 PM,Finance,FINANCE,VIJAY BAHADUR SINGH,29-Apr-2026 03:12 PM,,BOQ Comparative Chart,A.K. SINGH(E.E.),Internal,"Vijay Bahadur Singh (Accountant), Anil Kumar Singh(JE), Abhinav Sharma(AE)",Arunendra Kumar Singh,29-Apr-2026 10:29 AM,29-Apr-2026 11:40 AM,techsummary_2125606.pdf (523.76 KB),Technical,02 BIDS ARE ADMITTED,Arunendra Kumar Singh,29-Apr-2026 10:28 AM,,A.K. SINGH(E.E.),Internal,"ARUNENDRA KUMAR SINGH(EE), ABHINAV SHARMA(AE), ANIL KUMAR(JE), VIJAY BAHADUR SINGH(ACCTT.)",Arunendra Kumar Singh,29-Apr-2026 04:11 PM,finsummary_2125606.pdf (284.89 KB),AOC,"32,100",No,fixed,,"EXECUTIVE ENGINEER, UPRNSS UNIT LUCKNOW-2",Lucknow,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL BID,EXECUTIVE ENGINEER,"UPRNSS Unit Lucknow-2, 4/612, Sector-4, Gomti Nagar Vistar, Lucknow","4,720",UTTAR PRADESH RAJYA NIRMAN SAHKARI SANGH LTD.,Lucknow,No,1,BG - Bank Guarantee,"REPAIR AND RENOVATION WORK OF BOUNDARYWALL AT GOVT. ITI NAWABGANJ, DISTT-BARABANKI(U.P.)",SEE IN TECHNICAL BOQ,Please refer Tender documents. ,NA ,"16,04,000",Civil Works,NA ,Tender,90.0,120.0,BARABANKI,225001.0,LUCKNOW ,"Office of E.E., UPRNSS Unit Lucknow-2, 4/612, Sector-4, Gomti Nagar, Vistar, Lucknow ",20-Apr-2026 11:00 AM ,LUCKNOW,No ,No,17-Apr-2026 06:00 PM,27-Apr-2026 02:00 PM,17-Apr-2026 06:00 PM,27-Apr-2026 12:00 PM,NA ,NA ,17-Apr-2026 06:00 PM,27-Apr-2026 12:00 PM,29-Apr-2026 11:40 AM,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,43/UPRNSS/E-TENDER/2026-27 DATE 13-04-2026,2026_UPRNS_1138424_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,,,,,,,,,,,,,2.0,6060506.0,SUBEDAR SINGH CONTRACTOR,21-Apr-2026 07:37 AM,Accepted-AOC,Due to Low Rate Quoted,22-Jun-2026 01:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,2,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
