Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,TENDER DOCS,C.E. CIVIL,NNMV,"93,940",No,percentage,10.0%,Nil,Nil,1.0,SBI Bank,Directorate of Local Bodies UP||Mathura Municipal Corporation,NNMV/NIRMAN/79/01-68,2026_DOLBU_1109664_30,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,665.0,Nil,Nil,No,28-Jan-2026 03:00 PM,18-Feb-2026 11:00 AM,28-Jan-2026 03:00 PM,17-Feb-2026 11:00 AM,NA ,NA ,28-Jan-2026 03:00 PM,17-Feb-2026 11:00 AM,07-Mar-2026 02:00 PM,WORK NO. 30 OUT OF 68 WORKS.,AS PER NIT,Please refer Tender documents. ,NA ,"9,39,400",Civil Works,NA ,Tender,90.0,30.0,NNMV,281003.0,NA ,NA ,NA ,NNMV,No ,No,AOC,Finance,5b,Office Representative-3,07-Mar-2026 03:58 PM,,BOQ Comparative Chart,C.E.,Internal,,Office Representative-3,10-Mar-2026 01:29 PM,finsummary_2049518.pdf (128.59 KB),1.0,5884505.0,yogesh Kumar,INR,"845,647",Directorate of Local Bodies UP||Mathura Municipal Corporation,2026_DOLBU_1109664_30,NNMV/NIRMAN/79/01-68,WORK NO. 30 OUT OF 68 WORKS.,1,5881294,MAHADEV CONSTRUCTION COMPANY,16-Feb-2026 07:56 PM,Rejected-Finance,Not L1,10-Mar-2026 01:29 PM,C.E.,Internal,,Office Representative-3,06-Mar-2026 01:33 PM,07-Mar-2026 02:00 PM,techsummary_2049518.pdf (468.35 KB),30-Jun-2026,"INR 845,647",60.0,Office Representative-1,30-Jun-2026 03:58 PM,77.pdf (597.00 KB),Technical,5b,Office Representative-3,18-Feb-2026 04:07 PM,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,5881395,OMRAJ CONSTRUCTION,16-Feb-2026 08:02 PM,Rejected-Finance,not L1,10-Mar-2026 01:29 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,5883698,SITARAM CONTRACTOR & SUPPLIER,17-Feb-2026 08:05 AM,Rejected-Finance,Not L1,10-Mar-2026 01:29 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,5881231,vedant construction,16-Feb-2026 07:51 PM,Rejected-Finance,not L1,10-Mar-2026 01:29 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,5884505,yogesh Kumar,17-Feb-2026 10:08 AM,Accepted-AOC,AOC,30-Jun-2026 03:59 PM,,,,,,,,,,,,,,,,,,,AOC
