Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,SUMMARY LETTER,VIJAY SINGH VERMA,01-Jun-2026 07:19 AM,finance_2132244.pdf,BOQ Comparative Chart,1.0,6109817.0,M/S BALAJI CONSTRUCTION & SUPPLIERS,INR,"1,185,525.6",Directorate of Local Bodies UP||Nagar Panchayat Nawabganj Farrukhabad,2026_DOLBU_1141747_1,31/NPNAWABGANJ/2025-26,NAGAR PANCHAYAT NAWABGANJ WARD NO 02 DROPADI NAGAR ME SHIV SHANKAR KI JHOPDI SE AJAYPAL KE KHET TAK CC ROAD AVAM NIRMAN KARYA,1,6109817,M/S BALAJI CONSTRUCTION & SUPPLIERS,12-May-2026 12:24 PM,Accepted-AOC,1ST RANK,01-Jun-2026 07:27 AM,01-Jun-2026,"INR 1,185,525.6",30.0,VIJAY SINGH VERMA,01-Jun-2026 07:27 AM,openletter.pdf (629.00 KB),CONTRACT LETTER,PRAMOD KUMAR SINGH BAIS,Internal,"ANKIT KUMAR, VIJAY SINGH VERMA",VIJAY SINGH VERMA,01-Jun-2026 07:21 AM,techsummary_2132244.pdf (628.58 KB),PRAMOD KUMAR SINGH BAIS,Internal,"VIJAY SINGH VERMA, ANKIT KUMAR",VIJAY SINGH VERMA,01-Jun-2026 07:24 AM,finsummary_2132244.pdf (628.58 KB),AOC,NAGAR PANCHAYAT NAWABGANJ WARD NO 02 DROPADI NAGAR ME SHIV SHANKAR KI JHOPDI SE AJAYPAL KE KHET TAK CC ROAD AVAM NIRMAN KARYA,CONSTRUCTION WORK,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,30.0,30.0,OFFICE NAGAR PANCHAYAT NAWABGANJ FARRUKHABAAD,209501.0,NA ,NA ,NA ,OFFICE NAGAR PANCHAYAT NAWABGANJ FARRUKHABAAD,No ,No,1.0,DD - Demand Draft,Directorate of Local Bodies UP||Nagar Panchayat Nawabganj Farrukhabad,31/NPNAWABGANJ/2025-26,2026_DOLBU_1141747_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Offline,No,No,No,25-Apr-2026 10:00 AM,14-May-2026 12:00 PM,25-Apr-2026 10:00 AM,13-May-2026 05:00 PM,NA ,NA ,25-Apr-2026 10:00 AM,13-May-2026 05:00 PM,EXECUTIVE OFFICER,OFFICE NAGAR PANCHAYAT NAWABGANJ FARRUKHABAAD,"2,400",EXECUTIVE OFFICER,OFFICE NAGAR PANCHAYAT NAWABGANJ FARRUKHABAAD,No,1.0,Fee/PreQual/Technical/Finance,.pdf,TECHNICAL,"1,19,000",No,fixed,,EXECUTIVE OFFICER,OFFICE NAGAR PANCHAYAT NAWABGANJ FARRUKHABAAD,AOC
,,,,,,,,,,,,,,,2,6111316,M/S R V CONTRACTOR AND SUPPLIER,12-May-2026 05:44 PM,Rejected-AOC,2ND RANK,01-Jun-2026 07:27 AM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,FINANCIAL,,,,,,,AOC
,,,,,,,,,,,,,,,3,6110211,SURENDRA PAL SINGH,12-May-2026 02:46 PM,Rejected-AOC,3RD RANK,01-Jun-2026 07:27 AM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
